set,number,cardmarket_product_id,match_method,base_name
NVI,7,280130,unique,Crustle
NVI,8,280131,ordered(1↔2),Karrablast
NVI,9,280132,unique,Foongus
NVI,10,280133,unique,Amoonguss
NVI,11,280134,ordered(1↔2),Shelmet
NVI,12,280135,ordered(1↔2),Accelgor
NVI,13,280136,ordered(2↔2),Virizion
NVI,14,280137,ordered(4↔5),Victini
NVI,15,280138,ordered(4↔5),Victini
NVI,16,280139,unique,Pansear
NVI,17,280140,unique,Simisear
NVI,18,280141,unique,Heatmor
NVI,19,280142,ordered(2↔2),Larvesta
NVI,20,280143,ordered(2↔2),Larvesta
NVI,21,280144,unique,Volcarona
NVI,22,280145,unique,Tympole
NVI,23,280146,unique,Palpitoad
NVI,24,280147,unique,Seismitoad
NVI,25,280148,unique,Tirtouga
NVI,26,280149,unique,Carracosta
NVI,27,280150,unique,Vanillite
NVI,28,280151,unique,Vanillish
NVI,29,280152,unique,Vanilluxe
NVI,30,280153,unique,Frillish
NVI,31,280154,unique,Jellicent
NVI,32,280155,ordered(2↔3),Cryogonal
NVI,33,280156,ordered(2↔3),Cryogonal
NVI,34,280157,unique,Kyurem
NVI,35,280158,unique,Blitzle
NVI,36,280159,unique,Zebstrika
NVI,37,280160,unique,Emolga
NVI,38,280161,ordered(2↔2),Tynamo
NVI,39,280162,ordered(2↔2),Tynamo
NVI,40,280163,unique,Eelektrik
NVI,41,280164,unique,Eelektross
NVI,42,280165,ordered(2↔2),Stunfisk
NVI,43,280166,ordered(4↔5),Victini
NVI,44,280167,ordered(2↔2),Yamask
NVI,45,280168,ordered(2↔2),Yamask
NVI,46,280169,ordered(2↔2),Cofagrigus
NVI,47,280170,ordered(2↔2),Cofagrigus
NVI,48,280171,unique,Trubbish
NVI,49,280172,unique,Garbodor
NVI,50,280173,unique,Solosis
NVI,51,280174,unique,Duosion
NVI,52,280175,ordered(2↔2),Reuniclus
NVI,53,280176,ordered(2↔2),Reuniclus
NVI,54,280177,ordered(2↔2),Elgyem
NVI,55,280178,ordered(2↔2),Elgyem
NVI,56,280179,unique,Beheeyem
NVI,57,280180,ordered(2↔2),Litwick
NVI,58,280181,ordered(2↔2),Litwick
NVI,59,280182,unique,Lampent
NVI,60,280183,unique,Chandelure
NVI,61,280184,unique,Gigalith
NVI,62,280185,unique,Timburr
NVI,63,280186,unique,Gurdurr
NVI,64,280187,ordered(2↔2),Conkeldurr
NVI,65,280188,ordered(2↔2),Conkeldurr
NVI,66,280189,unique,Archen
NVI,67,280190,unique,Archeops
NVI,68,280191,ordered(2↔2),Stunfisk
NVI,69,280192,unique,Mienfoo
NVI,70,280193,unique,Mienshao
NVI,71,280194,unique,Golett
NVI,72,280195,unique,Golurk
NVI,73,280196,ordered(2↔2),Terrakion
NVI,74,280197,unique,Landorus
NVI,75,280198,ordered(2↔2),Pawniard
NVI,76,280199,ordered(2↔2),Bisharp
NVI,77,280200,unique,Deino
NVI,78,280201,unique,Zweilous
NVI,79,280202,unique,Hydreigon
NVI,80,280203,ordered(1↔2),Escavalier
NVI,81,280204,ordered(2↔2),Pawniard
NVI,82,280205,ordered(2↔2),Bisharp
NVI,83,280206,unique,Durant
NVI,84,280207,ordered(2↔2),Cobalion
NVI,85,280208,unique,Audino
NVI,86,280209,unique,Axew
NVI,87,280210,ordered(1↔2),Fraxure
NVI,88,280211,unique,Haxorus
NVI,89,280212,unique,Druddigon
NVI,90,280213,unique,Cover Fossil
NVI,91,280214,ordered(1↔2),Eviolite
NVI,92,280215,ordered(2↔2),N
NVI,93,280216,unique,Plume Fossil
NVI,94,280217,unique,Rocky Helmet
NVI,95,280218,unique,Super Rod
NVI,96,280219,unique,Xtransceiver
NVI,97,280220,ordered(2↔2),Virizion
NVI,98,280221,ordered(4↔5),Victini
NVI,99,280222,ordered(2↔2),Terrakion
NVI,100,280223,ordered(2↔2),Cobalion
NVI,101,280224,ordered(2↔2),N
NVI,102,280225,unique,Meowth
NXD,1,280226,unique,Pinsir
NXD,2,280227,unique,Seedot
NXD,3,280228,unique,Kricketot
NXD,4,280229,unique,Kricketune
NXD,6,280231,unique,Pansage
NXD,7,280232,unique,Simisage
NXD,8,280233,unique,Foongus
NXD,9,280234,unique,Amoonguss
NXD,10,280235,ordered(2↔2),Growlithe
NXD,11,280236,ordered(2↔2),Growlithe
NXD,12,280237,ordered(2↔2),Arcanine
NXD,13,280238,ordered(2↔2),Arcanine
NXD,14,280239,unique,Moltres
NXD,15,280240,unique,Pansear
NXD,16,280241,unique,Simisear
NXD,17,280242,unique,Darumaka
NXD,18,280243,unique,Litwick
NXD,19,280244,unique,Lampent
NXD,20,280245,ordered(2↔2),Chandelure
NXD,21,280246,unique,Reshiram
NXD,23,280248,unique,Staryu
NXD,24,280249,unique,Starmie
NXD,25,280250,ordered(2↔2),Lapras
NXD,26,280251,ordered(2↔2),Lapras
NXD,27,280252,unique,Articuno
NXD,28,280253,unique,Panpour
NXD,29,280254,unique,Simipour
NXD,30,280255,unique,Basculin
NXD,31,280256,unique,Vanillite
NXD,32,280257,unique,Vanillish
NXD,33,280258,unique,Vanilluxe
NXD,34,280259,unique,Frillish
NXD,35,280260,unique,Jellicent
NXD,36,280261,unique,Cubchoo
NXD,37,280262,unique,Beartic
NXD,39,280264,unique,Pikachu
NXD,40,280265,unique,Raichu
NXD,41,280266,unique,Zapdos
NXD,42,280267,ordered(2↔2),Shinx
NXD,43,280268,ordered(2↔2),Shinx
NXD,44,280269,ordered(2↔2),Luxio
NXD,45,280270,ordered(2↔2),Luxio
NXD,46,280271,unique,Luxray
NXD,47,280272,unique,Blitzle
NXD,48,280273,unique,Zebstrika
NXD,49,280274,unique,Emolga
NXD,50,280275,unique,Zekrom
NXD,52,280277,unique,Grimer
NXD,53,280278,unique,Muk
NXD,55,280280,unique,Ralts
NXD,56,280281,unique,Kirlia
NXD,57,280282,unique,Gardevoir
NXD,58,280283,unique,Munna
NXD,59,280284,unique,Musharna
NXD,60,280285,unique,Darmanitan
NXD,61,280286,unique,Elgyem
NXD,62,280287,unique,Beheeyem
NXD,63,280288,unique,Riolu
NXD,64,280289,unique,Lucario
NXD,65,280290,unique,Hippopotas
NXD,66,280291,unique,Hippowdon
NXD,67,280292,unique,Mienfoo
NXD,68,280293,unique,Mienshao
NXD,69,280294,unique,Sneasel
NXD,70,280295,unique,Weavile
NXD,71,280296,unique,Nuzleaf
NXD,72,280297,unique,Shiftry
NXD,73,280298,unique,Scraggy
NXD,74,280299,unique,Scrafty
NXD,75,280300,unique,Bronzor
NXD,76,280301,unique,Bronzong
NXD,77,280302,unique,Ferroseed
NXD,78,280303,unique,Jigglypuff
NXD,79,280304,unique,Wigglytuff
NXD,80,280305,unique,Meowth
NXD,81,280306,unique,Persian
NXD,83,280308,unique,Pidove
NXD,84,280309,unique,Minccino
NXD,85,280310,unique,Cinccino
NXD,86,280311,unique,Cilan
NXD,87,280312,unique,Exp. Share
NXD,88,280313,unique,Heavy Ball
NXD,89,280314,unique,Level Ball
NXD,90,280315,unique,Pokémon Center
NXD,91,280316,unique,Skyarrow Bridge
NXD,92,280317,unique,Double Colorless Energy
NXD,93,280318,unique,Prism Energy
NXD,100,280325,unique,Emboar
NXD,101,280326,ordered(2↔2),Chandelure
NXD,102,280327,unique,Zoroark
NXD,103,280328,unique,Hydreigon
OBF,1,725081,unique,Oddish
OBF,2,725082,ordered(2↔2),Gloom
OBF,3,725083,unique,Bellossom
OBF,4,725084,unique,Scyther
OBF,5,725085,unique,Shuckle
OBF,6,725086,unique,Surskit
OBF,7,725087,unique,Masquerain
OBF,8,725088,unique,Combee
OBF,9,725089,unique,Foongus
OBF,10,725090,unique,Amoonguss
OBF,11,725091,unique,Phantump
OBF,12,725092,unique,Trevenant
OBF,13,725093,ordered(1↔2),Rowlet
OBF,14,725094,ordered(1↔2),Dartrix
OBF,15,725095,ordered(1↔2),Decidueye ex
OBF,16,725096,ordered(1↔2),Bounsweet
OBF,17,725097,ordered(1↔2),Steenee
OBF,18,725098,unique,Tsareena
OBF,19,725099,unique,Smoliv
OBF,20,725100,unique,Dolliv
OBF,21,725101,unique,Arboliva
OBF,22,725102,unique,Toedscruel ex
OBF,23,725103,ordered(2↔2),Capsakid
OBF,24,725104,ordered(2↔2),Capsakid
OBF,25,725105,unique,Scovillain
OBF,26,725106,ordered(1↔2),Charmander
OBF,27,725107,ordered(1↔2),Charmeleon
OBF,28,725108,unique,Vulpix
OBF,29,725109,ordered(2↔2),Ninetales
OBF,30,725110,unique,Entei
OBF,31,725111,unique,Numel
OBF,32,725112,unique,Camerupt
OBF,33,725113,unique,Victini ex
OBF,34,725114,unique,Darumaka
OBF,35,725115,unique,Darmanitan
OBF,36,725116,unique,Litwick
OBF,37,725117,unique,Lampent
OBF,38,725118,unique,Chandelure
OBF,39,725119,unique,Heatmor
OBF,40,725120,unique,Larvesta
OBF,41,725121,unique,Volcarona
OBF,42,725122,ordered(3↔4),Eiscue ex
OBF,43,725123,unique,Charcadet
OBF,44,725124,unique,Armarouge
OBF,45,725125,unique,Lapras
OBF,46,725126,unique,Carvanha
OBF,47,725127,unique,Sharpedo
OBF,48,725128,unique,Buizel
OBF,49,725129,unique,Floatzel
OBF,50,725130,unique,Tympole
OBF,51,725131,unique,Palpitoad
OBF,52,725132,unique,Seismitoad
OBF,53,725133,unique,Cubchoo
OBF,54,725134,unique,Beartic
OBF,55,725135,unique,Cryogonal
OBF,56,725136,ordered(1↔2),Froakie
OBF,57,725137,ordered(1↔2),Frogadier
OBF,58,725138,unique,Wiglett
OBF,59,725139,unique,Wugtrio
OBF,60,725140,ordered(2↔2),Finizen
OBF,61,725141,ordered(2↔2),Finizen
OBF,62,725142,ordered(2↔4),Palafin
OBF,63,725143,unique,Magnemite
OBF,64,725144,unique,Magneton
OBF,65,725145,unique,Magnezone
OBF,66,725146,ordered(2↔2),Tyranitar ex
OBF,67,725147,unique,Tynamo
OBF,68,725148,unique,Eelektrik
OBF,69,725149,unique,Eelektross
OBF,70,725150,unique,Thundurus
OBF,71,725151,unique,Toxel
OBF,72,725152,ordered(1↔2),Toxtricity
OBF,73,725153,unique,Pawmot ex
OBF,74,725154,ordered(3↔3),Tadbulb
OBF,75,725155,ordered(3↔3),Tadbulb
OBF,76,725156,ordered(3↔3),Tadbulb
OBF,77,725157,ordered(3↔3),Bellibolt
OBF,78,725158,ordered(3↔3),Bellibolt
OBF,79,725159,unique,Miraidon ex
OBF,80,725160,ordered(2↔2),Cleffa
OBF,81,725161,unique,Clefairy
OBF,82,725162,unique,Clefable ex
OBF,83,725163,unique,Togepi
OBF,84,725164,unique,Togetic
OBF,85,725165,ordered(1↔3),Togekiss
OBF,86,725166,ordered(1↔3),Espeon
OBF,87,725167,unique,Snubbull
OBF,88,725168,unique,Granbull
OBF,89,725169,ordered(2↔2),Mawile
OBF,90,725170,unique,Spoink
OBF,91,725171,unique,Grumpig
OBF,92,725172,unique,Lunatone
OBF,93,725173,unique,Solrock
OBF,94,725174,unique,Baltoy
OBF,95,725175,unique,Claydol
OBF,96,725176,ordered(2↔2),Vespiquen ex
OBF,97,725177,unique,Sinistea
OBF,98,725178,unique,Polteageist
OBF,99,725179,ordered(2↔3),Greavard
OBF,100,725180,ordered(2↔3),Greavard
OBF,101,725181,unique,Houndstone
OBF,102,725182,unique,Houndstone ex
OBF,103,725183,unique,Diglett
OBF,104,725184,unique,Dugtrio
OBF,105,725185,ordered(2↔3),Larvitar
OBF,106,725186,ordered(1↔2),Pupitar
OBF,107,725187,unique,Nosepass
OBF,108,725188,unique,Barboach
OBF,109,725189,unique,Whiscash
OBF,110,725190,unique,Bonsly
OBF,111,725191,unique,Drilbur
OBF,112,725192,unique,Stunfisk
OBF,113,725193,unique,Diggersby
OBF,114,725194,unique,Crabrawler
OBF,115,725195,unique,Crabominable
OBF,116,725196,unique,Rockruff
OBF,117,725197,unique,Lycanroc
OBF,118,725198,unique,Toedscool
OBF,119,725199,unique,Toedscruel
OBF,120,725200,unique,Klawf ex
OBF,121,725201,ordered(2↔2),Glimmet
OBF,122,725202,ordered(2↔2),Glimmet
OBF,123,725203,ordered(2↔2),Glimmora ex
OBF,124,725204,unique,Koraidon ex
OBF,125,725205,ordered(4↔5),Charizard ex
OBF,126,725206,ordered(2↔2),Paldean Wooper
OBF,127,725207,ordered(2↔2),Paldean Wooper
OBF,128,725208,ordered(2↔2),Paldean Clodsire
OBF,129,725209,ordered(2↔2),Paldean Clodsire
OBF,130,725210,ordered(1↔4),Umbreon
OBF,131,725211,ordered(3↔3),Houndour
OBF,132,725212,ordered(3↔3),Houndour
OBF,133,725213,unique,Houndoom
OBF,134,725214,unique,Houndoom ex
OBF,135,725215,ordered(2↔2),Absol ex
OBF,136,725216,ordered(1↔2),Darkrai
OBF,137,725217,unique,Inkay
OBF,138,725218,unique,Malamar
OBF,139,725219,unique,Salandit
OBF,140,725220,unique,Salazzle
OBF,141,725221,ordered(2↔3),Scizor
OBF,142,725222,unique,Skarmory
OBF,143,725223,ordered(2↔2),Mawile
OBF,144,725224,unique,Bronzor
OBF,145,725225,unique,Bronzong
OBF,146,725226,unique,Probopass
OBF,147,725227,unique,Excadrill
OBF,148,725228,ordered(1↔2),Pawniard
OBF,149,725229,ordered(1↔2),Bisharp
OBF,150,725230,unique,Kingambit
OBF,151,725231,unique,Togedemaru
OBF,152,725232,unique,Meltan
OBF,153,725233,unique,Melmetal ex
OBF,154,725234,ordered(3↔3),Varoom
OBF,155,725235,ordered(3↔3),Varoom
OBF,156,725236,ordered(3↔3),Revavroom ex
OBF,157,725237,unique,Dratini
OBF,158,725238,unique,Dragonair
OBF,159,725239,unique,Dragonite ex
OBF,160,725240,unique,Altaria
OBF,161,725241,unique,Drampa
OBF,162,725242,ordered(2↔2),Pidgey
OBF,163,725243,ordered(2↔2),Pidgeotto
OBF,164,725244,ordered(3↔3),Pidgeot ex
OBF,165,725245,unique,Kangaskhan
OBF,166,725246,unique,Eevee
OBF,167,725247,unique,Zigzagoon
OBF,168,725248,unique,Linoone
OBF,169,725249,unique,Swablu
OBF,170,725250,unique,Lillipup
OBF,171,725251,unique,Herdier
OBF,172,725252,unique,Stoutland
OBF,173,725253,unique,Audino
OBF,174,725254,unique,Bouffalant
OBF,175,725255,unique,Bunnelby
OBF,176,725256,unique,Yungoos
OBF,177,725257,unique,Gumshoos
OBF,178,725258,unique,Skwovet
OBF,179,725259,unique,Greedent ex
OBF,180,725260,ordered(4↔4),Lechonk
OBF,181,725261,ordered(4↔4),Lechonk
OBF,182,725262,ordered(4↔4),Lechonk
OBF,183,725263,ordered(2↔2),Oinkologne
OBF,184,725264,ordered(2↔2),Oinkologne
OBF,185,725265,unique,Flamigo
OBF,186,725266,unique,Arven
OBF,187,725267,unique,Brassius
OBF,188,725268,ordered(3↔4),Geeta
OBF,189,725269,unique,Letter of Encouragement
OBF,190,725270,ordered(2↔2),Ortega
OBF,191,725271,unique,Patrol Cap
OBF,192,725272,unique,Pokémon League Headquarters
OBF,193,725273,ordered(3↔3),Poppy
OBF,194,725274,ordered(2↔2),Ryme
OBF,195,725275,unique,Team Star Grunt
OBF,196,725276,unique,Town Store
OBF,197,725277,unique,Vengeful Punch
OBF,198,725278,ordered(2↔2),Gloom
OBF,199,725279,ordered(2↔2),Ninetales
OBF,200,725280,ordered(2↔4),Palafin
OBF,201,725281,ordered(3↔3),Bellibolt
OBF,202,725282,ordered(2↔2),Cleffa
OBF,203,725283,ordered(2↔3),Larvitar
OBF,204,725284,ordered(3↔3),Houndour
OBF,205,725285,ordered(2↔3),Scizor
OBF,206,725286,ordered(3↔3),Varoom
OBF,207,725287,ordered(2↔2),Pidgey
OBF,208,725288,ordered(2↔2),Pidgeotto
OBF,209,725289,ordered(4↔4),Lechonk
OBF,210,725290,ordered(3↔4),Eiscue ex
OBF,211,725291,ordered(2↔2),Tyranitar ex
OBF,212,725292,ordered(2↔2),Vespiquen ex
OBF,213,725293,ordered(2↔2),Glimmora ex
OBF,214,725295,ordered(2↔2),Absol ex
OBF,215,725294,ordered(4↔5),Charizard ex
OBF,216,725296,ordered(3↔3),Revavroom ex
OBF,217,725297,ordered(3↔3),Pidgeot ex
OBF,218,725298,ordered(3↔4),Geeta
OBF,219,725299,ordered(2↔2),Ortega
OBF,220,725300,ordered(3↔3),Poppy
OBF,221,725301,ordered(2↔2),Ryme
OBF,222,725302,ordered(3↔4),Eiscue ex
OBF,223,725303,ordered(4↔5),Charizard ex
OBF,224,725304,ordered(3↔3),Revavroom ex
OBF,225,725305,ordered(3↔3),Pidgeot ex
OBF,226,725306,ordered(3↔4),Geeta
OBF,227,725307,ordered(3↔3),Poppy
OBF,228,725308,ordered(4↔5),Charizard ex
OBF,229,725309,unique,Artazon
P1,1,277415,unique,Blaziken
P1,2,277416,unique,Metagross
P1,3,277417,unique,Rayquaza
P1,4,277418,unique,Sceptile
P1,5,277419,unique,Swampert
P1,6,277420,unique,Beautifly
P1,7,277421,unique,Masquerain
P1,8,277422,unique,Murkrow
P1,9,277423,unique,Pupitar
P1,10,277424,unique,Torkoal
P1,11,277425,unique,Larvitar
P1,12,277426,unique,Minun
P1,13,277427,unique,Plusle
P1,14,277428,unique,Surskit
P1,15,277429,unique,Swellow
P1,16,277430,unique,Armaldo ex
P1,17,277431,unique,Tyranitar ex
P2,1,277432,unique,Entei
P2,2,277433,unique,Pidgeot
P2,3,277434,unique,Raikou
P2,4,277435,unique,Suicune
P2,5,277436,unique,Tauros
P2,6,277437,unique,Venusaur
P2,7,277438,unique,Ivysaur
P2,8,277439,unique,Mr. Briney's Compassion
P2,9,277440,unique,Multi Technical Machine 01
P2,10,277441,unique,Pokémon Park
P2,11,277442,unique,TV Reporter
P2,12,277443,unique,Bulbasaur
P2,13,277444,unique,Cacnea
P2,14,277445,unique,Luvdisc
P2,15,277446,unique,Phanpy
P2,16,277447,unique,Pikachu
P2,17,277448,unique,Celebi ex
P3,1,277449,unique,Blastoise
P3,2,277450,unique,Flareon
P3,3,277451,unique,Jolteon
P3,4,277452,unique,Minun
P3,5,277453,unique,Plusle
P3,6,277454,unique,Vaporeon
P3,7,277455,unique,Combusken
P3,8,277456,unique,Donphan
P3,9,277457,unique,Forretress
P3,10,277458,unique,High Pressure System
P3,11,277459,unique,Low Pressure System
P3,12,277460,unique,Ditto
P3,13,277461,unique,Eevee
P3,14,277462,unique,Ivysaur
P3,15,277463,unique,Marshtomp
P3,16,277464,unique,Pichu Bros.
P4,3,277468,unique,Flygon
P4,4,277469,unique,Mew
P4,5,277470,unique,Sceptile
P4,6,277471,unique,Combusken
P4,7,277472,unique,Grovyle
P4,8,277473,unique,Heal Energy
P4,9,277474,unique,Pokémon Fan Club
P4,10,277475,unique,Scramble Energy
P4,11,277476,unique,Mudkip
P4,12,277477,unique,Pidgey
P4,13,277478,unique,Pikachu
P4,14,277479,unique,Squirtle
P4,16,277481,unique,Wobbuffet
P4,17,277482,unique,Deoxys ex
P5,1,277483,unique,Ho-Oh
P5,2,277484,unique,Lugia
P5,4,277486,unique,Double Rainbow Energy
P5,6,277488,unique,Bill's Maintenance
P5,7,277489,unique,Rare Candy
P5,8,277490,unique,Boost Energy
P5,12,277494,ordered(2↔1),Pikachu
P8,9,278410,unique,Night Maintenance
P8,10,278411,unique,Rare Candy
P8,11,278412,unique,Roseanne's Research
PAF,1,751527,ordered(2↔2),Pineco
PAF,2,751528,ordered(2↔2),Forretress ex
PAF,3,751529,unique,Maractus
PAF,4,751530,ordered(2↔2),Toedscool
PAF,5,751531,ordered(2↔2),Toedscruel ex
PAF,6,751532,ordered(2↔2),Espathra ex
PAF,7,751533,ordered(2↔3),Charmander
PAF,8,751534,ordered(2↔3),Charmeleon
PAF,9,751535,unique,Magmar
PAF,10,751536,ordered(1↔2),Magmortar
PAF,11,751537,unique,Numel
PAF,12,751538,unique,Camerupt
PAF,13,751539,unique,Heat Rotom
PAF,14,751540,ordered(2↔2),Charcadet
PAF,15,751541,ordered(2↔2),Armarouge
PAF,16,751543,unique,Lapras
PAF,17,751544,ordered(2↔2),Frigibax
PAF,18,751545,ordered(2↔3),Pikachu
PAF,19,751546,ordered(2↔3),Raichu
PAF,20,751549,unique,Chinchou
PAF,21,751551,unique,Lanturn
PAF,22,751552,ordered(2↔2),Kilowattrel
PAF,23,751556,unique,Exeggcute
PAF,24,751557,unique,Exeggutor
PAF,25,751558,ordered(2↔2),Natu
PAF,26,751559,ordered(2↔2),Xatu
PAF,27,751560,ordered(2↔2),Ralts
PAF,28,751561,ordered(2↔2),Kirlia
PAF,29,751562,ordered(3↔3),Gardevoir ex
PAF,30,751563,unique,Chimecho
PAF,31,751566,ordered(2↔2),Mime Jr.
PAF,32,751568,unique,Woobat
PAF,33,751570,unique,Swoobat
PAF,34,751571,unique,Cottonee
PAF,35,751572,unique,Whimsicott
PAF,36,751573,unique,Dedenne
PAF,37,751574,ordered(2↔2),Mimikyu
PAF,38,751575,ordered(1↔2),Fidough
PAF,39,751576,ordered(2↔2),Dachsbun
PAF,40,751577,ordered(2↔3),Ceruledge
PAF,41,751578,ordered(2↔2),Flittle
PAF,42,751579,ordered(1↔2),Greavard
PAF,43,751580,ordered(2↔2),Houndstone
PAF,44,751581,unique,Gimmighoul
PAF,45,751582,ordered(2↔2),Mankey
PAF,46,751583,ordered(2↔2),Primeape
PAF,47,751584,ordered(2↔2),Annihilape
PAF,48,751585,unique,Phanpy
PAF,49,751586,unique,Donphan
PAF,50,751587,unique,Barboach
PAF,51,751588,unique,Clobbopus
PAF,52,751589,unique,Grapploct
PAF,53,751590,ordered(1↔3),Great Tusk ex
PAF,54,751591,ordered(2↔2),Charizard ex
PAF,55,751592,unique,Gastly
PAF,56,751593,unique,Haunter
PAF,57,751595,unique,Gengar
PAF,58,751596,ordered(2↔2),Paldean Wooper
PAF,59,751597,ordered(2↔2),Paldean Clodsire ex
PAF,60,751598,unique,Scraggy
PAF,61,751599,unique,Scrafty
PAF,62,751600,ordered(1↔2),Maschiff
PAF,63,751601,ordered(2↔2),Mabosstiff
PAF,64,751602,ordered(2↔2),Varoom
PAF,65,751603,ordered(2↔2),Revavroom
PAF,66,751604,ordered(1↔2),Iron Treads ex
PAF,67,751605,unique,Gholdengo
PAF,68,751606,ordered(2↔2),Noibat
PAF,69,751607,ordered(2↔2),Noivern ex
PAF,70,751608,ordered(2↔2),Cyclizar
PAF,71,751609,ordered(2↔2),Lechonk
PAF,72,751610,ordered(2↔2),Oinkologne
PAF,73,751611,ordered(2↔2),Tandemaus
PAF,74,751612,ordered(2↔2),Maushold
PAF,75,751613,ordered(2↔2),Squawkabilly ex
PAF,76,751614,unique,Artazon
PAF,77,751615,unique,Atticus
PAF,78,751616,ordered(3↔3),Clive
PAF,79,751617,unique,Electric Generator
PAF,80,751619,ordered(2↔2),Iono
PAF,81,751620,unique,Moonlit Hill
PAF,82,751621,ordered(3↔3),Nemona
PAF,83,751622,unique,Nemona's Backpack
PAF,84,751623,unique,Nest Ball
PAF,85,751624,ordered(4↔4),Paldean Student
PAF,86,751625,ordered(4↔4),Paldean Student
PAF,87,751626,ordered(2↔2),Professor's Research
PAF,88,751627,ordered(2↔2),Professor's Research
PAF,89,751628,unique,Rare Candy
PAF,90,751629,unique,Technical Machine: Crisis Punch
PAF,91,751630,unique,Ultra Ball
PAF,92,751631,unique,Oddish
PAF,93,751632,unique,Gloom
PAF,94,751633,unique,Vileplume
PAF,95,751634,unique,Scyther
PAF,96,751635,unique,Hoppip
PAF,97,751636,unique,Skiploom
PAF,98,751637,unique,Jumpluff
PAF,99,751638,ordered(2↔2),Pineco
PAF,100,751639,unique,Snover
PAF,101,751640,unique,Abomasnow
PAF,102,751641,unique,Smoliv
PAF,103,751642,unique,Dolliv
PAF,104,751643,unique,Arboliva
PAF,105,751644,ordered(2↔2),Toedscool
PAF,106,751645,unique,Capsakid
PAF,107,751646,unique,Scovillain
PAF,108,751647,unique,Rellor
PAF,109,751648,ordered(2↔3),Charmander
PAF,110,751649,ordered(2↔3),Charmeleon
PAF,111,751650,ordered(3↔3),Paldean Tauros
PAF,112,751651,unique,Entei
PAF,113,751652,unique,Oricorio
PAF,114,751653,ordered(2↔2),Charcadet
PAF,115,751654,ordered(2↔2),Armarouge
PAF,116,751655,unique,Slowpoke
PAF,117,751656,unique,Slowbro
PAF,118,751657,unique,Staryu
PAF,119,751658,unique,Starmie
PAF,120,751659,ordered(3↔3),Paldean Tauros
PAF,121,751660,unique,Wiglett
PAF,122,751661,ordered(2↔2),Wugtrio
PAF,123,751662,unique,Finizen
PAF,124,751663,ordered(2↔2),Palafin
PAF,125,751664,unique,Veluza
PAF,126,751665,unique,Dondozo
PAF,127,751666,unique,Tatsugiri
PAF,128,751667,ordered(2↔2),Frigibax
PAF,129,751668,unique,Arctibax
PAF,130,751669,unique,Baxcalibur
PAF,131,751670,ordered(2↔3),Pikachu
PAF,132,751671,ordered(2↔3),Raichu
PAF,133,751672,unique,Voltorb
PAF,134,751673,unique,Electrode
PAF,135,751674,unique,Shinx
PAF,136,751675,unique,Luxio
PAF,137,751676,unique,Luxray
PAF,138,751677,unique,Pachirisu
PAF,139,751678,unique,Thundurus
PAF,140,751679,unique,Toxel
PAF,141,751680,unique,Toxtricity
PAF,142,751681,ordered(2↔2),Pawmi
PAF,143,751682,unique,Pawmo
PAF,144,751683,unique,Pawmot
PAF,145,751684,unique,Wattrel
PAF,146,751685,ordered(2↔2),Kilowattrel
PAF,147,751686,unique,Wigglytuff
PAF,148,751687,unique,Abra
PAF,149,751688,unique,Kadabra
PAF,150,751689,unique,Cleffa
PAF,151,751690,ordered(2↔2),Natu
PAF,152,751691,ordered(2↔2),Xatu
PAF,153,751692,ordered(2↔2),Ralts
PAF,154,751693,ordered(2↔2),Kirlia
PAF,155,751694,unique,Drifloon
PAF,156,751695,unique,Drifblim
PAF,157,751696,ordered(2↔2),Mime Jr.
PAF,158,751697,unique,Spiritomb
PAF,159,751698,unique,Klefki
PAF,160,751699,ordered(2↔2),Mimikyu
PAF,161,751700,ordered(2↔2),Dachsbun
PAF,162,751701,ordered(2↔3),Ceruledge
PAF,163,751702,unique,Rabsca
PAF,164,751703,ordered(2↔2),Flittle
PAF,165,751704,unique,Tinkatink
PAF,166,751705,unique,Tinkatuff
PAF,167,751706,unique,Tinkaton
PAF,168,751707,ordered(2↔2),Houndstone
PAF,169,751708,ordered(2↔2),Mankey
PAF,170,751709,ordered(2↔2),Primeape
PAF,171,751710,ordered(2↔2),Annihilape
PAF,172,751711,ordered(3↔3),Paldean Tauros
PAF,173,751712,unique,Riolu
PAF,174,751713,unique,Lucario
PAF,175,751714,unique,Hawlucha
PAF,176,751715,unique,Nacli
PAF,177,751716,unique,Naclstack
PAF,178,751717,unique,Garganacl
PAF,179,751718,unique,Glimmet
PAF,180,751719,ordered(2↔2),Paldean Wooper
PAF,181,751720,unique,Murkrow
PAF,182,751721,unique,Sneasel
PAF,183,751722,unique,Weavile
PAF,184,751723,unique,Sableye
PAF,185,751724,unique,Pawniard
PAF,186,751725,unique,Bisharp
PAF,187,751726,unique,Kingambit
PAF,188,751727,ordered(2↔2),Mabosstiff
PAF,189,751728,unique,Shroodle
PAF,190,751729,unique,Grafaiai
PAF,191,751730,unique,Scizor
PAF,192,751731,ordered(2↔2),Varoom
PAF,193,751732,ordered(2↔2),Revavroom
PAF,194,751733,ordered(2↔2),Noibat
PAF,195,751734,ordered(2↔2),Cyclizar
PAF,196,751735,unique,Pidgey
PAF,197,751736,unique,Pidgeotto
PAF,198,751737,unique,Jigglypuff
PAF,199,751738,unique,Doduo
PAF,200,751739,unique,Dodrio
PAF,201,751740,unique,Ditto
PAF,202,751741,unique,Snorlax
PAF,203,751742,unique,Wingull
PAF,204,751743,unique,Pelipper
