name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Spiritomb,Kryppuk,TEU,89,Basic,Darkness,70,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_089_R_EN_LG.png,TEU-89,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Spiritomb-TEU89?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Spirit Compressor || Search your deck for up to 4 Pokémon and discard them. Then, shuffle your deck. || C Spooky Shot 20 || Weakness: none Resistance: none Retreat: 1",C Seelenkompressor || Durchsuche dein Deck nach bis zu 4 Pokémon und lege sie auf deinen Ablagestapel. Mische anschließend dein Deck. || C Spukschuss 20
Zorua,Zorua,TEU,90,Basic,Darkness,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_090_R_EN_LG.png,TEU-90,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Zorua-TEU90?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,D Hide in Shadows || Switch this Pokémon with 1 of your Benched Pokémon. || Weakness: Fighting Resistance: Psychic Retreat: 1,D Schattenversteck || Tausche dieses Pokémon gegen 1 Pokémon auf deiner Bank aus.
Zoroark,Zoroark,TEU,91,Stage 1,Darkness,110,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_091_R_EN_LG.png,TEU-91,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Zoroark-TEU91?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,D Taunt || Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. || DCC Night Punishment 20× || This attack does 20 damage for each Pokémon in your discard pile. You can't do more than 200 damage in this way. || Weakness: Fighting Resistance: Psychic Retreat: 2,D Verhöhner || Tausche 1 Pokémon auf der Bank deines Gegners gegen sein Aktives Pokémon aus. || DCC Nachtstrafe 20× || Diese Attacke fügt 20 Schadenspunkte mal der Anzahl der Pokémon in deinem Ablagestapel zu. Du kannst auf diese Weise höchstens 200 Schadenspunkte zufügen.
Vullaby,Skallyk,TEU,92,Basic,Darkness,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_092_R_EN_LG.png,TEU-92,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Vullaby-TEU92?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Collect || Draw a card. || D Corkscrew Punch 10 || Weakness: Lightning Resistance: Fighting Retreat: 1,C Sammeln || Ziehe 1 Karte. || D Korkenzieherhieb 10
Mandibuzz,Grypheldis,TEU,93,Stage 1,Darkness,120,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_093_R_EN_LG.png,TEU-93,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Mandibuzz-TEU93?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"D Trash Crash || Discard an Item card from your hand. If you do, this attack does 60 damage to 1 of your opponent's Pokémon. This damage isn't affected by Weakness or Resistance. || DCC Brave Bird 120 || This Pokémon does 30 damage to itself. || Weakness: Lightning Resistance: Fighting Retreat: 2","D Plunderfall || Lege 1 Itemkarte aus deiner Hand auf deinen Ablagestapel. Wenn du das machst, fügt diese Attacke 1 Pokémon deines Gegners 60 Schadenspunkte zu. Dieser Schaden wird durch Schwäche und Resistenz nicht verändert. || DCC Sturzflug 120 || Dieses Pokémon fügt sich selbst 30 Schadenspunkte zu."
Pangoro,Pandagro,TEU,94,Stage 1,Darkness,140,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_094_R_EN_LG.png,TEU-94,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pangoro-TEU94?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,DCC Tighten Up 60 || Your opponent discards 2 cards from their hand. || DDCC Tantrum 170 || This Pokémon is now Confused. || Weakness: Fighting Resistance: Psychic Retreat: 4,DCC Zudrücken 60 || Dein Gegner legt 2 Karten aus seiner Hand auf seinen Ablagestapel. || DDCC Rappel 170 || Dieses Pokémon ist jetzt verwirrt.
Yveltal,Yveltal,TEU,95,Basic,Darkness,110,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_095_R_EN_LG.png,TEU-95,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Yveltal-TEU95?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,D Derail 30 || Discard a Special Energy from your opponent's Active Pokémon. || DD Clutch 60 || The Defending Pokémon can't retreat during your opponent's next turn. || Weakness: Lightning Resistance: Fighting Retreat: 0,D Entgleisen 30 || Lege 1 Spezial-Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel. || DD Greifer 60 || Das Verteidigende Pokémon kann sich während des nächsten Zuges deines Gegners nicht zurückziehen.
Hoopa-GX,Hoopa-GX,TEU,96,Basic,Darkness,190,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_096_R_EN_LG.png,"TEU-166,TEU-187,TEU-96",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Hoopa-GX-V1-TEU96?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"D Rogue Ring || Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck. || DDD Dark Strike 160 || This Pokémon can't use Dark Strike during your next turn. || DDD Devilish Hands-GX || Choose 1 of your opponent's Pokémon-GX or Pokémon-EX 6 times. (You can choose the same Pokémon more than once.) For each time you chose a Pokémon, do 30 damage to it. This damage isn't affected by Weakness or Resistance. (You can't use more than 1 GX attack in a game.) || Weakness: Fighting Resistance: Psychic Retreat: 3","D Schurkenring || Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck. || DDD Finsterschlag 160 || Dieses Pokémon kann Finsterschlag während deines nächsten Zuges nicht einsetzen. || DDD Teufelshände-GX || Wähle 6-mal 1 Pokémon-GX oder Pokémon-{EX} deines Gegners. (Du kannst dasselbe Pokémon mehr als einmal wählen.) Jedes Mal, wenn du ein Pokémon wählst, füge ihm 30 Schadenspunkte zu. Der Schaden dieser Attacke wird durch Schwäche und Resistenz nicht verändert. (Du kannst pro Spiel nur 1 GX-Attacke einsetzen.)"
Incineroar-GX,Fuegro-GX,TEU,97,Stage 2,Darkness,250,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_097_R_EN_LG.png,"TEU-167,TEU-188,TEU-97",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Incineroar-GX-V1-TEU97?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Scar Charge || Once during your turn (before your attack) , you may put 3 damage counters on this Pokémon. If you do, search your deck for up to 3 [ D ] Energy cards and attach them to this Pokémon. Then, shuffle your deck. || CCC Crushing Punch 130 || Discard a Special Energy from your opponent's Active Pokémon. || CCC Darkest Tornado-GX 10+ || This attack does 50 more damage for each damage counter on this Pokémon. (You can't use more than 1 GX attack in a game.) || Weakness: Fighting Resistance: Psychic Retreat: 3","[Ability] Narbenaufladung || Einmal während deines Zuges (bevor du angreifst) kannst du 3 Schadensmarken auf dieses Pokémon legen. Wenn du das machst, durchsuche dein Deck nach bis zu 3 [ D ] -Energiekarten und lege sie an dieses Pokémon an. Mische anschließend dein Deck. || CCC Schmetterhieb 130 || Lege 1 Spezial-Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel. || CCC Finstertornado 10+ || Diese Attacke fügt 50 Schadenspunkte mehr mal der Anzahl der Schadensmarken auf diesem Pokémon zu. (Du kannst pro Spiel nur 1 GX-Attacke einsetzen.)"
Skarmory,Panzaeron,TEU,98,Basic,Metal,110,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_098_R_EN_LG.png,TEU-98,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Skarmory-TEU98?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"MC Calm Strike 20+ || If you have used your GX attack, this attack does 70 more damage. || MMC Steel Wing 90 || During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance) . || Weakness: Lightning Resistance: Fighting Retreat: 1","MC Gelassener Schlag 20+ || Wenn du deine GX-Attacke eingesetzt hast, fügt diese Attacke 70 Schadenspunkte mehr zu. || MMC Stahlflügel 90 || Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) ."
Jirachi,Jirachi,TEU,99,Basic,Metal,70,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_099_R_EN_LG.png,"SMP-161,TEU-99",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Jirachi-V1-TEU99?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Stellar Wish || Once during your turn (before your attack) , if this Pokémon is your Active Pokémon, you may look at the top 5 cards of your deck, reveal a Trainer card you find there, and put it into your hand. Then, shuffle the other cards back into your deck, and this Pokémon is now Asleep. || MC Slap 30 || Weakness: Fire Resistance: Psychic Retreat: 1","[Ability] Sternensuche || Einmal während deines Zuges (bevor du angreifst) , wenn dieses Pokémon dein Aktives Pokémon ist, kannst du dir die obersten 5 Karten deines Decks anschauen, 1 Trainerkarte, die du dort findest, deinem Gegner zeigen und sie auf deine Hand nehmen. Mische anschließend die anderen Karten zurück in dein Deck. Dieses Pokémon schläft jetzt. || MC Hieb 30"
Bronzor,Bronzel,TEU,100,Basic,Metal,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_100_R_EN_LG.png,TEU-100,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Bronzor-TEU100?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Evolutionary Advantage || If you go second, this Pokémon can evolve during your first turn. || MC Tackle 20 || Weakness: Fire Resistance: Psychic Retreat: 1","[Ability] Entwicklungsvorteil || Wenn du als Zweiter am Zug bist, kann sich dieses Pokémon während deines ersten Zuges entwickeln. || MC Tackle 20"
Bronzong,Bronzong,TEU,101,Stage 1,Metal,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_101_R_EN_LG.png,TEU-101,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Bronzong-TEU101?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Heatproof || Prevent all damage done to this Pokémon by attacks from your opponent's [ R ] Pokémon. || MCC Shady Stamp 70 || Your opponent's Active Pokémon is now Confused. || Weakness: Fire Resistance: Psychic Retreat: 3,"[Ability] Hitzeschutz || Verhindere allen Schaden, der diesem Pokémon durch Attacken von [ R ] -Pokémon deines Gegners zugefügt wird. || MCC Zwielichtstampfer 70"
Ferroseed,Kastadur,TEU,102,Basic,Metal,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_102_R_EN_LG.png,TEU-102,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Ferroseed-TEU102?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,M Continuous Tumble 20× || Flip a coin until you get tails. This attack does 20 damage for each heads. || Weakness: Fire Resistance: Psychic Retreat: 3,"M Dauerrollen 20× || Wirf so lang 1 Münze, bis zum ersten Mal das Ergebnis Zahl kommt. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu."
Ferrothorn,Tentantel,TEU,103,Stage 1,Metal,120,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_103_R_EN_LG.png,TEU-103,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Ferrothorn-TEU103?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"M Guard Press 20 || During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance) . || CCC Thorn Pod Throw 80 || This attack does 20 damage times the amount of [ M ] Energy attached to this Pokémon to 1 of your opponent's Benched Pokémon. You can't do more than 100 damage to a Benched Pokémon in this way. (Don't apply Weakness and Resistance for Benched Pokémon.) || Weakness: Fire Resistance: Psychic Retreat: 3",M Schutzdruck 20 || Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 20 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) . || CCC Dornkugelwurf 80 || Diese Attacke fügt 1 Pokémon auf der Bank deines Gegners 20 Schadenspunkte mal der Anzahl der an dieses Pokémon angelegten [ M ] -Energien zu. Du kannst einem Pokémon auf der Bank auf diese Weise höchstens 100 Schadenspunkte zufügen. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)
Pawniard,Gladiantri,TEU,104,Basic,Metal,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_104_R_EN_LG.png,TEU-104,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pawniard-TEU104?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"M Rigidify || During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance) . || CC Scratch 20 || Weakness: Fire Resistance: Psychic Retreat: 1",M Verfestiger || Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) . || CC Kratzer 20
Bisharp,Caesurio,TEU,105,Stage 1,Metal,110,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_105_R_EN_LG.png,TEU-105,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Bisharp-TEU105?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"M Single Lunge 30+ || If this Pokémon has no damage counters on it, this attack does 90 more damage. || MCC Power Edge 90 || Weakness: Fire Resistance: Psychic Retreat: 2","M Einzelsprung 30+ || Wenn auf diesem Pokémon keine Schadensmarken liegen, fügt diese Attacke 90 Schadenspunkte mehr zu. || MCC Kraftklinge 90"
Cobalion-GX,Kobalium-GX,TEU,106,Basic,Metal,170,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_106_R_EN_LG.png,"TEU-106,TEU-168,TEU-189",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Cobalion-GX-V1-TEU106?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Metal Symbol || Each of your Pokémon that has any [ M ] Energy attached to it can't be affected by any Special Conditions. Remove any Special Conditions affecting those Pokémon. || MM Dueling Saber 50+ || If there is any Stadium card in play, this attack does 60 more damage. || C Iron Rule-GX || During your opponent's next turn, their Pokémon can't attack. (This includes Pokémon that come into play on that turn.) (You can't use more than 1 GX attack in a game.) || Weakness: Fire Resistance: Psychic Retreat: 1","[Ability] Metallsymbol || Jedes deiner Pokémon, an das mindestens 1 [ M ] -Energie angelegt ist, kann nicht von Speziellen Zuständen betroffen werden. Alle Speziellen Zustände auf jenen Pokémon verlieren ihre Wirkung. || MM Duellierende Säbel 50+ || Wenn eine Stadionkarte im Spiel ist, fügt diese Attacke 60 Schadenspunkte mehr zu. || C Eiserne Regel-GX || Während des nächsten Zuges deines Gegners können seine Pokémon nicht angreifen. (Dies schließt Pokémon, die während jenes Zuges ins Spiel gebracht werden, ein.) (Du kannst pro Spiel nur 1 GX-Attacke einsetzen.)"
Honedge,Gramokles,TEU,107,Basic,Metal,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_107_R_EN_LG.png,TEU-107,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Honedge-TEU107?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"M Cut Down || Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon. || Weakness: Fire Resistance: Psychic Retreat: 2",M Umsägen || Wirf 1 Münze. Lege bei Kopf 1 Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel.
Doublade,Duokles,TEU,108,Stage 1,Metal,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_108_R_EN_LG.png,TEU-108,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Doublade-TEU108?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Tool Drop 30× || This attack does 30 damage for each Pokémon Tool card attached to all Pokémon. || Weakness: Fire Resistance: Psychic Retreat: 2,CC Ausrüstungssturz 30× || Diese Attacke fügt 30 Schadenspunkte mal der Anzahl der an alle Pokémon angelegten Pokémon-Ausrüstungen zu.
Aegislash,Durengard,TEU,109,Stage 2,Metal,140,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_109_R_EN_LG.png,TEU-109,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Aegislash-TEU109?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Royal Guard || This Pokémon takes 40 less damage from attacks (after applying Weakness and Resistance) . || MCC Shield Bash 100 || This attack's damage isn't affected by any effects on your opponent's Active Pokémon. || Weakness: Fire Resistance: Psychic Retreat: 3,[Ability] Königswache || Diesem Pokémon werden durch Attacken 40 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) . || MCC Schildschlag 100 || Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokémon deines Gegners nicht verändert.
Klefki,Clavion,TEU,110,Basic,Metal,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_110_R_EN_LG.png,TEU-110,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Klefki-TEU110?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Key of Secrets || Each of your [ M ] Pokémon's Resistance is now -40. || MC Ram 30 || Weakness: Fire Resistance: Psychic Retreat: 1,[Ability] Schlüssel der Geheimnisse || Die Resistenz jedes deiner [ M ] -Pokémon ist jetzt -40. || MC Ramme 30
Alolan Ninetales,Alola-Vulnona,TEU,111,Stage 1,,110,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_111_R_EN_LG.png,TEU-111,SM8B-89,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Alolan-Ninetales-TEU111?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Luminous Barrier || Prevent all effects of attacks, including damage, done to this Pokémon by your opponent's Pokémon-GX or Pokémon-EX. || YCC Aurora Beam 80 || Weakness: Metal Resistance: none Retreat: 1","[Ability] Klare Barriere || Verhindere alle Effekte von Attacken, einschließlich Schaden, die diesem Pokémon durch Pokémon-GX oder Pokémon-{EX} deines Gegners zugefügt werden. || YCC Aurorastrahl 80"
Mimikyu,Mimigma,TEU,112,Basic,,70,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_112_R_EN_LG.png,TEU-112,SM8B-95,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Mimikyu-TEU112?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Filch || Draw 2 cards. || YC Copycat || If your opponent's Pokémon used an attack that isn't a GX attack during their last turn, use it as this attack. || Weakness: none Resistance: none Retreat: 1","C Mopsen || Ziehe 2 Karten. || YC Imitator || Wenn das Pokémon deines Gegners während seines letzten Zuges eine Attacke eingesetzt hat, die keine GX-Attacke ist, setze sie als diese Attacke ein."
Latias & Latios-GX,Latias & Latios-GX,TEU,113,Basic,,,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_113_R_EN_LG.png,"TEU-113,TEU-169,TEU-170,TEU-190",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Latias-Latios-GX-V1-TEU113?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"WPPC Buster Purge 240 || Discard 3 Energy from this Pokémon. || P+ Aero Unit-GX || Attach 5 basic Energy cards from your discard pile to your Pokémon in any way you like. If this Pokémon has at least 1 extra Energy attached to it (in addition to this attack's cost) , prevent all effects of attacks, including damage, done to it during your opponent's next turn. (You can't use more than 1 GX attack in a game.) || Weakness: Fairy Resistance: none Retreat: 1","WPPC Sprengwerfer 240 || Lege 3 Energien von diesem Pokémon auf deinen Ablagestapel. || P+ Luftstaffel-GX || Lege 5 Basis-Energiekarten aus deinem Ablagestapel beliebig an deine Pokémon an. Wenn an dieses Pokémon mindestens 1 extra Energie angelegt ist (zusätzlich zu den Kosten dieser Attacke) , verhindere während des nächsten Zuges deines Gegners alle Effekte von Attacken, einschließlich Schaden, die diesem Pokémon zugefügt werden. (Du kannst pro Spiel nur 1 GX-Attacke einsetzen.)"
Alolan Exeggutor,Alola-Kokowei,TEU,114,Stage 1,Dragon,160,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_114_R_EN_LG.png,TEU-114,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Alolan-Exeggutor-TEU114?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,G Tropical Shake 20+ || This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way. || Weakness: Fairy Resistance: none Retreat: 3,G Tropisches Schütteln 20+ || Diese Attacke fügt 20 Schadenspunkte mehr mal der Anzahl der verschiedenen Basis-Energiekarten-Typen in deinem Ablagestapel zu. Du kannst auf diese Weise höchstens 100 Schadenspunkte mehr zufügen.
Alolan Exeggutor,Alola-Kokowei,TEU,115,Stage 1,Dragon,160,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_115_R_EN_LG.png,TEU-115,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Alolan-Exeggutor-TEU115?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"0 Paradise Draw || You may discard any number of cards from your hand. Then, draw cards until you have 6 cards in your hand. || GC Egg Splat 60× || Discard any number of Exeggcute from your hand. This attack does 60 damage for each card you discarded in this way. || Weakness: Fairy Resistance: none Retreat: 4","0 Paradieszug || Du kannst beliebig viele Karten aus deiner Hand auf deinen Ablagestapel legen. Ziehe anschließend so lang Karten, bis du 6 Karten auf deiner Hand hast. || GC Eierplatsch 60× || Lege beliebig viele Owei aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt 60 Schadenspunkte mal der Anzahl der auf diese Weise auf deinen Ablagestapel gelegten Karten zu."
Dratini,Dratini,TEU,116,Basic,Dragon,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_116_R_EN_LG.png,TEU-116,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dratini-TEU116?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"L Dragon Rage 60 || Flip 2 coins. If either of them is tails, this attack does nothing. || Weakness: Fairy Resistance: none Retreat: 2","L Drachenwut 60 || Wirf 2 Münzen. Wenn eine oder beide Münzen Zahl zeigen, hat diese Attacke keine Auswirkungen."
Dratini,Dratini,TEU,117,Basic,Dragon,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_117_R_EN_LG.png,TEU-117,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dratini-TEU117?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Defensive Scales || Prevent all effects of your opponent's attacks, except damage, done to this Pokémon. || W Rain Splash 10 || Weakness: Fairy Resistance: none Retreat: 2","[Ability] Schuppenschutz || Verhindere alle Effekte von Attacken deines Gegners, außer Schaden, die diesem Pokémon zugefügt werden. || W Regenplatscher 10"
Dragonair,Dragonir,TEU,118,Stage 1,Dragon,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_118_R_EN_LG.png,"TEU-118,UNM-149",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dragonair-TEU118?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"WL Twister 30 || Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokémon. If both of them are tails, this attack does nothing. || Weakness: Fairy Resistance: none Retreat: 2","WL Windhose 30 || Wirf 2 Münzen. Lege pro Kopf 1 Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel. Wenn beide Münzen Zahl zeigen, hat diese Attacke keine Auswirkungen."
Dragonite,Dragoran,TEU,119,Stage 2,Dragon,160,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_119_R_EN_LG.png,TEU-119,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dragonite-TEU119?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Fast Call || Once during your turn (before your attack) , you may search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck. || WLC Dragon Claw 120 || Weakness: Fairy Resistance: none Retreat: 3","[Ability] Schnellruf || Einmal während deines Zuges (bevor du angreifst) kannst du dein Deck nach 1 Unterstützerkarte durchsuchen, sie deinem Gegner zeigen und auf deine Hand nehmen. Mische anschließend dein Deck. || WLC Drachenklaue 120"
Eevee & Snorlax-GX,Evoli & Relaxo-GX,TEU,120,Basic,,,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_120_R_EN_LG.png,"SMP-169,TEU-120,TEU-171,TEU-191",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Eevee-Snorlax-GX-V1-TEU120?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Cheer Up || Attach an Energy card from your hand to 1 of your Pokémon. || CCCC Dump Truck Press 120+ || If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 120 more damage. || CCCC+ Megaton Friends-GX 210 || If this Pokémon has at least 1 extra Energy attached to it (in addition to this attack's cost) , draw cards until you have 10 cards in your hand. (You can't use more than 1 GX attack in a game.) || Weakness: Fighting Resistance: none Retreat: 4","C Aufmuntern || Lege 1 Energiekarte aus deiner Hand an 1 deiner Pokémon an. || CCCC Schuttpresse 120+ || Wenn das Aktive Pokémon deines Gegners ein Entwicklungs-Pokémon ist, fügt diese Attacke 120 Schadenspunkte mehr zu. || CCCC+ Megatonnen-Freunde-GX 210 || Wenn an dieses Pokémon mindestens 1 extra Energie angelegt ist (zusätzlich zu den Kosten dieser Attacke) , ziehe so lang Karten, bis du 10 Karten auf deiner Hand hast. (Du kannst pro Spiel nur 1 GX-Attacke einsetzen.)"
Pidgey,Taubsi,TEU,121,Basic,Colorless,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_121_R_EN_LG.png,TEU-121,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pidgey-TEU121?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Collect || Draw a card. || CC Gust 20 || Weakness: Lightning Resistance: Fighting Retreat: 1,C Sammeln || Ziehe 1 Karte. || CC Windstoß 20
