set,number,name,eur_price,status,current_product_id,current_product_name,resolved_product_id,resolved_product_name,card_text,candidates
E2,84,Horsea,"2,12€",correction,275159,Horsea [Reverse Thrust],275158,Horsea [Bubble],Bubble,2
BLW,6,Serperior,"2,04€",correction,279743,Serperior [Vine Whip | Leaf Storm],279744,Serperior [Royal Heal | Leaf Tornado],Royal Heal Leaf Tornado,2
RS,53,Electrike,"1,89€",correction,275678,Electrike [Charge | Thunder Jolt],275701,Electrike [Super Thunder Wave | Tackle],Super Thunder Wave Tackle,3
E2,64,Voltorb,"1,78€",correction,275191,Voltorb [Swift],275137,Voltorb [Rollout | Thundershock],Rollout Thundershock,2
MA,51,Team Aqua's Corphish,"1,71€",correction,276003,Team Aqua's Corphish [Double Pinchers | Dark Poison],276028,Team Aqua's Corphish [Slash | Slow-Acting Poison],Slash Slow-Acting Poison,3
LOT,92,Unown,"1,64€",correction,365727,Unown [DAMAGE | Hidden Power],365729,Unown [MISSING | Hidden Power],MISSING Hidden Power,3
DX,37,Magcargo,"1,58€",correction,276423,Magcargo [Smooth Over | Knock Over | Combustion],276440,Magcargo [Headbutt | Burning Ball],Headbutt Burning Ball,2
DR,47,Vibrava,"1,49€",correction,275923,Vibrava [Levitate | Razor Wing],275924,Vibrava [Dive | Quick Turn],Dive Quick Turn,3
G1,76,Erika's Bellsprout,"1,44€",correction,274211,Erika's Bellsprout [Poison Vine | Vine Whip],274212,Erika's Bellsprout [Careless Tackle],Careless Tackle,2
PRC,81,Medicham,"1,40€",correction,273611,Medicham [Pure Power | Windmill Kick],273612,Medicham [Calm Mind | Yoga Kick],Calm Mind Yoga Kick,2
RS,60,Mudkip,"1,40€",correction,275707,Mudkip [Bubble],275708,Mudkip [Pound | Fury Swipes],Pound Fury Swipes,3
BLW,5,Serperior,"1,38€",correction,279744,Serperior [Royal Heal | Leaf Tornado],279743,Serperior [Vine Whip | Leaf Storm],Vine Whip Leaf Storm,2
G1,50,Lt. Surge's Magnemite,"1,36€",correction,274216,Lt. Surge's Magnemite [Thundershock | Tackle],274186,Lt. Surge's Magnemite [Removal Pulse | Confusion Pulse],Removal Pulse Confusion Pulse,2
SSH,59,Inteleon,"1,30€",correction,450623,Inteleon [Shady Dealings | Aqua Bullet],436429,Inteleon [Silent Shot | Hydro Snipe],Silent Shot Hydro Snipe,4
EPO,57,Excadrill,"1,23€",correction,280021,Excadrill [Metal Claw | Drill Run],280022,Excadrill [Dig | Earthquake],Dig Earthquake,2
RS,65,Poochyena,"1,22€",correction,275712,Poochyena [Knock Off | Rear Kick],275713,Poochyena [Shadow Bind],Shadow Bind,3
EPO,8,Leavanny,"1,17€",correction,279972,Leavanny [Nurturing | X-Scissor],279973,Leavanny [Slash | Triple Cutter],Slash Triple Cutter,2
NVI,53,Reuniclus,"1,12€",correction,280175,Reuniclus [Future Sight | Net Force],280176,Reuniclus [Dizzy Punch | Mind Bend],Dizzy Punch Mind Bend,2
G1,83,Lt. Surge's Spearow,"1,10€",correction,274188,Lt. Surge's Spearow [Drill Peck],274219,Lt. Surge's Spearow [Whirlwind | Razor Wind],Whirlwind Razor Wind,2
NVI,52,Reuniclus,"1,07€",correction,280176,Reuniclus [Dizzy Punch | Mind Bend],280175,Reuniclus [Future Sight | Net Force],Future Sight Net Force,2
G1,52,Lt. Surge's Spearow,"1,05€",correction,274219,Lt. Surge's Spearow [Whirlwind | Razor Wind],274188,Lt. Surge's Spearow [Drill Peck],Drill Peck,2
N1,31,Croconaw,"1,01€",correction,274432,Croconaw [Tackle | Sweep Away],274431,Croconaw [Screech | Jaw Clamp],Screech Jaw Clamp,2
UD,48,Eevee,"0,99€",correction,279300,Eevee [Tackle | Bite],279301,Eevee [Call for Family | Tickle],Call for Family Tickle,2
MA,31,Team Aqua's Sealeo,"0,96€",correction,275993,Team Aqua's Sealeo [Aqua Trance | Super Hypnoblast],276008,Team Aqua's Sealeo [Aurora Beam | Knock Over],Aurora Beam Knock Over,2
DX,75,Slugma,"0,86€",correction,276477,Slugma [Collect | Combustion],276478,Slugma [Magma Ring | Flare],Magma Ring Flare,2
SS,62,Duskull,"0,85€",correction,275838,Duskull [Surprise | Confuse Ray],275839,Duskull [Haunt | Dark Mind],Haunt Dark Mind,2
BKT,109,Axew,"0,83€",correction,286354,Axew [Brat Snack | Dragon Claw],286355,Axew [Extra Chop | Dragon Claw],Extra Chop Dragon Claw,2
EPO,31,Beartic,"0,82€",correction,279995,Beartic [Sheer Cold | Icicle Crash],279996,Beartic [Icy Wind | Superpower],Icy Wind Superpower,2
RS,68,Ralts,"0,82€",correction,275714,Ralts [Confuse Ray],275716,Ralts [Pound | Link Blast],Pound Link Blast,3
LOT,91,Unown,"0,79€",correction,365729,Unown [MISSING | Hidden Power],365728,Unown [HAND | Hidden Power],HAND Hidden Power,3
PRC,46,Spheal,"0,79€",correction,273576,Spheal [Ball Roll],273577,Spheal [Ice Ball],Ice Ball,2
SP,168,Oricorio,"0,77€",correction,659062,Oricorio [Mixed Call | Razor Wing],580165,Oricorio [Lesson in Zeal | Glistening Droplets],Lesson in Zeal Glistening Droplets,2
EPO,7,Leavanny,"0,76€",correction,279973,Leavanny [Slash | Triple Cutter],279972,Leavanny [Nurturing | X-Scissor],Nurturing X-Scissor,2
G1,75,Erika's Bellsprout,"0,75€",correction,274212,Erika's Bellsprout [Careless Tackle],274211,Erika's Bellsprout [Poison Vine | Vine Whip],Poison Vine Vine Whip,2
TEU,12,Charmander,"0,75€",correction,368944,Charmander [Scratch | Reprisal],368945,Charmander [Ember],Ember,2
MA,16,Team Aqua's Sealeo,"0,71€",correction,276008,Team Aqua's Sealeo [Aurora Beam | Knock Over],275993,Team Aqua's Sealeo [Aqua Trance | Super Hypnoblast],Aqua Trance Super Hypnoblast,2
BCR,96,Skarmory,"0,70€",correction,280682,Skarmory [Claw | Drill Peck],280683,Skarmory [Metal Sound | Swift],Metal Sound Swift,2
SSH,35,Cinderace,"0,67€",correction,450573,Cinderace [Libero | Flare Striker],436329,Cinderace [Pyro Ball | Burning Kick],Pyro Ball Burning Kick,4
UD,16,Honchkrow,"0,67€",correction,279268,Honchkrow [Whirlwind | Blindside],279269,Honchkrow [Shadow Bind | Vengeance],Shadow Bind Vengeance,2
RS,67,Ralts,"0,65€",correction,275716,Ralts [Pound | Link Blast],275715,Ralts [Headbutt | Hypnoblast],Headbutt Hypnoblast,3
XY,77,Malamar,"0,65€",correction,281413,Malamar [Mental Trash | Distortion Beam],281414,Malamar [Mental Panic | Puncture],Mental Panic Puncture,2
DR,62,Magnemite,"0,61€",correction,275938,Magnemite [Rollout | Hook],275939,Magnemite [Random Spark],Random Spark,3
DR,63,Magnemite,"0,61€",correction,275939,Magnemite [Random Spark],275940,Magnemite [Thundershock],Thundershock,3
DX,74,Slugma,"0,61€",correction,276478,Slugma [Magma Ring | Flare],276477,Slugma [Collect | Combustion],Collect Combustion,2
BKT,108,Axew,"0,60€",correction,286355,Axew [Extra Chop | Dragon Claw],286354,Axew [Brat Snack | Dragon Claw],Brat Snack Dragon Claw,2
BCR,95,Skarmory,"0,57€",correction,280683,Skarmory [Metal Sound | Swift],280682,Skarmory [Claw | Drill Peck],Claw Drill Peck,2
SS,61,Duskull,"0,57€",correction,275839,Duskull [Haunt | Dark Mind],275838,Duskull [Surprise | Confuse Ray],Surprise Confuse Ray,2
RS,58,Makuhita,"0,55€",correction,275705,Makuhita [Fling | Low Kick],275706,Makuhita [Fake Out],Fake Out,3
RS,64,Poochyena,"0,54€",correction,275713,Poochyena [Shadow Bind],275712,Poochyena [Knock Off | Rear Kick],Knock Off Rear Kick,3
DR,46,Vibrava,"0,51€",correction,275899,Vibrava [Quick Charge | Dragon Spark],275923,Vibrava [Levitate | Razor Wing],Levitate Razor Wing,3
MA,59,Team Magma's Aron,"0,51€",correction,276035,Team Magma's Aron [Mud Slap | Tackle],276036,Team Magma's Aron [Dig Under],Dig Under,2
UD,65,Scyther,"0,47€",correction,279289,Scyther [Afterimage Strike],279318,Scyther [Cut | Slashing Strike],Cut Slashing Strike,2
RS,66,Ralts,"0,45€",correction,275715,Ralts [Headbutt | Hypnoblast],275714,Ralts [Confuse Ray],Confuse Ray,3
MA,55,Team Aqua's Poochyena,"0,43€",correction,276031,Team Aqua's Poochyena [Double Scratch | Tail Slap],276032,Team Aqua's Poochyena [Roar | Aqua Crush],Roar Aqua Crush,2
DRX,42,Electrike,"0,42€",correction,280480,Electrike [Tackle | Quick Attack],280481,Electrike [Quick Turn],Quick Turn,2
NXD,11,Growlithe,"0,42€",correction,280235,Growlithe [Stoke | Firebreathing],280236,Growlithe [Combustion],Combustion,2
PLS,113,Watchog,"0,42€",correction,280852,Watchog [Fast Swipe | Biting Fang],280853,Watchog [Second Bite | Low Kick],Second Bite Low Kick,2
DR,54,Corphish,"0,41€",correction,275930,Corphish [Irongrip | Slash],275931,Corphish [Beat | Toxic Grip],Beat Toxic Grip,3
DX,20,Magcargo,"0,41€",correction,276440,Magcargo [Headbutt | Burning Ball],276423,Magcargo [Smooth Over | Knock Over | Combustion],Smooth Over Knock Over Combustion,2
DX,60,Electrike,"0,40€",correction,276462,Electrike [High Voltage | Gnaw],276463,Electrike [Recharge | Quick Attack],Recharge Quick Attack,2
PLS,92,Durant,"0,38€",correction,280831,Durant [Gnaw | Hard Crunch],280832,Durant [Call for Backup | Metal Jail],Call for Backup Metal Jail,2
MA,58,Team Magma's Aron,"0,37€",correction,276036,Team Magma's Aron [Dig Under],276035,Team Magma's Aron [Mud Slap | Tackle],Mud Slap Tackle,2
NVI,39,Tynamo,"0,37€",correction,280161,Tynamo [Thunder Wave],280162,Tynamo [Tackle],Tackle,2
PLS,91,Durant,"0,37€",correction,280832,Durant [Call for Backup | Metal Jail],280831,Durant [Gnaw | Hard Crunch],Gnaw Hard Crunch,2
BLW,28,Oshawott,"0,35€",correction,279765,Oshawott [Tackle | Water Gun],279766,Oshawott [Razor Shell],Razor Shell,3
DRX,13,Roselia,"0,35€",correction,280451,Roselia [Double Whip | Relaxing Fragrance],280452,Roselia [Needling Sting],Needling Sting,2
UD,47,Eevee,"0,35€",correction,279301,Eevee [Call for Family | Tickle],279300,Eevee [Tackle | Bite],Tackle Bite,2
UD,36,Scyther,"0,34€",correction,279318,Scyther [Cut | Slashing Strike],279289,Scyther [Afterimage Strike],Afterimage Strike,2
UNM,148,Dratini,"0,33€",correction,388527,Dratini [Agility],388532,Dratini [Aqua Lift | Jump On],Aqua Lift Jump On,2
UNM,150,Dragonair,"0,33€",correction,388537,Dragonair [Twister],388542,Dragonair [Tail Whap | Destructive Whirlpool],Tail Whap Destructive Whirlpool,2
FFI,60,Pancham,"0,32€",correction,281723,Pancham [Bad-Influence Evolution | Confront],281724,Pancham [Comet Punch],Comet Punch,2
HL,57,Chinchou,"0,32€",correction,276130,Chinchou [Pound | Spark],276131,Chinchou [Random Spark | Lightning Ball],Random Spark Lightning Ball,2
NXD,10,Growlithe,"0,32€",correction,280236,Growlithe [Combustion],280235,Growlithe [Stoke | Firebreathing],Stoke Firebreathing,2
PLS,112,Watchog,"0,32€",correction,280853,Watchog [Second Bite | Low Kick],280852,Watchog [Fast Swipe | Biting Fang],Fast Swipe Biting Fang,2
UNM,99,Salazzle,"0,32€",correction,388002,Salazzle [Fire Claws],388302,Salazzle [Smack | Slashing Claw],Smack Slashing Claw,2
DRX,41,Electrike,"0,31€",correction,280481,Electrike [Quick Turn],280480,Electrike [Tackle | Quick Attack],Tackle Quick Attack,2
EPO,46,Gothorita,"0,31€",correction,280010,Gothorita [Double Slap | Psybeam],280011,Gothorita [Deleting Glare | Super Psy Bolt],Deleting Glare Super Psy Bolt,2
HL,56,Chinchou,"0,30€",correction,276131,Chinchou [Random Spark | Lightning Ball],276130,Chinchou [Pound | Spark],Pound Spark,2
NXD,45,Luxio,"0,30€",correction,280269,Luxio [Jump On | Wild Charge],280270,Luxio [Quick Turn | Bite],Quick Turn Bite,2
UNM,34,Salazzle,"0,30€",correction,388302,Salazzle [Smack | Slashing Claw],388002,Salazzle [Fire Claws],Fire Claws,2
EPO,10,Cottonee,"0,29€",correction,279974,Cottonee [Absorb],279975,Cottonee [Cotton Guard],Cotton Guard,2
UNM,149,Dragonair,"0,29€",correction,388542,Dragonair [Tail Whap | Destructive Whirlpool],388537,Dragonair [Twister],Twister,2
DEX,81,Chansey,"0,28€",correction,280408,Chansey [Sing | Double-Edge],280409,Chansey [Continuous Tumble],Continuous Tumble,2
DRX,50,Drifloon,"0,27€",correction,280488,Drifloon [Sneaky Placement],280489,Drifloon [Beat | Gust],Beat Gust,2
LOT,40,Cyndaquil,"0,27€",correction,365679,Cyndaquil [Smokescreen],365680,Cyndaquil [Hammer In],Hammer In,2
LOT,6,Chikorita,"0,27€",correction,365573,Chikorita [Synthesis | Razor Leaf],365574,Chikorita [Mini Drain],Mini Drain,2
NXD,44,Luxio,"0,27€",correction,280270,Luxio [Quick Turn | Bite],280269,Luxio [Jump On | Wild Charge],Jump On Wild Charge,2
UL,57,Onix,"0,27€",correction,279212,Onix [Energy Healer | Boundless Power],279213,Onix [Swing Around],Swing Around,2
BLW,44,Joltik,"0,26€",correction,279783,Joltik [Leech Life | BW],279782,Joltik [Stun Needle],Stun Needle,2
DR,22,Vibrava,"0,26€",correction,275924,Vibrava [Dive | Quick Turn],275899,Vibrava [Quick Charge | Dragon Spark],Quick Charge Dragon Spark,3
NXD,43,Shinx,"0,26€",correction,280267,Shinx [Jump On | Static Shock],280268,Shinx [Reckless Charge],Reckless Charge,2
EPO,45,Gothorita,"0,25€",correction,280011,Gothorita [Deleting Glare | Super Psy Bolt],280010,Gothorita [Double Slap | Psybeam],Double Slap Psybeam,2
FCO,87,Minccino,"0,23€",correction,289907,Minccino [Cleaning Up],289908,Minccino [Tail Smack],Tail Smack,2
HL,53,Baltoy,"0,23€",correction,276126,Baltoy [Psyshock],276127,Baltoy [Headbutt | Mud Slap],Headbutt Mud Slap,2
SSH,75,Boltund,"0,23€",correction,436509,Boltund [Bite | Electrodash],436504,Boltund [Big Bite | Fighting Fangs],Big Bite Fighting Fangs,3
BKT,116,Doduo,"0,22€",correction,286361,Doduo [Simultaneous Peck | Doduo Delivery],286362,Doduo [Double Stab | Doduo Delivery],Double Stab Doduo Delivery,2
EPO,55,Drilbur,"0,22€",correction,280019,Drilbur [Hone Claws | Scratch],280020,Drilbur [Mud-Slap],Mud-Slap,2
NVI,55,Elgyem,"0,22€",correction,280177,Elgyem [Headbutt | Calm Mind],280178,Elgyem [First Contact | Headbutt],First Contact Headbutt,2
PLF,55,Yamask,"0,22€",correction,280932,Yamask [Transfer Pain],280933,Yamask [Will-O-Wisp | Ram],Will-O-Wisp Ram,2
TEU,3,Weedle,"0,22€",correction,368935,Weedle [Tangle Drag | Bug Bite],368936,Weedle [Reckless Charge],Reckless Charge,2
BLW,80,Lillipup,"0,21€",correction,279819,Lillipup [Collect | Tackle],279818,Lillipup [Pickup | Bite],Pickup Bite,3
BRS,98,Wormadam,"0,20€",correction,608434,Wormadam [Matron's Anger | Leaf Drain],608644,Wormadam [Matron's Anger | Scrap Drop],Matron's Anger Scrap Drop,3
FCO,44,Wormadam,"0,20€",correction,289829,Wormadam [Solar Ray | Leaf Cutter],289868,Wormadam [Sand Spray | Twin Bursts],Sand Spray Twin Bursts,3
UNB,93,Rhyhorn,"0,20€",correction,372383,Rhyhorn [Push Down],372384,Rhyhorn [Horn Attack | Boulder Crush],Horn Attack Boulder Crush,2
BKT,115,Doduo,"0,19€",correction,286362,Doduo [Double Stab | Doduo Delivery],286361,Doduo [Simultaneous Peck | Doduo Delivery],Simultaneous Peck Doduo Delivery,2
CRZ,44,Luxray,"0,19€",correction,691760,Luxray [Electrostep | Scar Strikes],691761,Luxray [Explosiveness | Seeking Fang],Explosiveness Seeking Fang,2
EPO,54,Drilbur,"0,19€",correction,280020,Drilbur [Mud-Slap],280019,Drilbur [Hone Claws | Scratch],Hone Claws Scratch,2
FCO,3,Wormadam,"0,19€",correction,289868,Wormadam [Sand Spray | Twin Bursts],289829,Wormadam [Solar Ray | Leaf Cutter],Solar Ray Leaf Cutter,3
FCO,86,Minccino,"0,19€",correction,289908,Minccino [Tail Smack],289907,Minccino [Cleaning Up],Cleaning Up,2
HL,52,Baltoy,"0,19€",correction,276127,Baltoy [Headbutt | Mud Slap],276126,Baltoy [Psyshock],Psyshock,2
PLF,54,Yamask,"0,19€",correction,280933,Yamask [Will-O-Wisp | Ram],280932,Yamask [Transfer Pain],Transfer Pain,2
EPO,71,Ferroseed,"0,18€",correction,280035,Ferroseed [Pin Missile],280036,Ferroseed [Pierce],Pierce,2
NVI,38,Tynamo,"0,18€",correction,280162,Tynamo [Tackle],280161,Tynamo [Thunder Wave],Thunder Wave,2
PLS,111,Patrat,"0,18€",correction,280850,Patrat [Reckless Charge],280851,Patrat [Collect | Slam],Collect Slam,2
EPO,70,Ferroseed,"0,17€",correction,280036,Ferroseed [Pierce],280035,Ferroseed [Pin Missile],Pin Missile,2
PLF,72,Pawniard,"0,17€",correction,280949,Pawniard [Slash],280950,Pawniard [Cut],Cut,2
BLW,2,Snivy,"0,16€",correction,279739,Snivy [Tackle | Vine Whip],279740,Snivy [Leaf Blade],Leaf Blade,3
CEC,100,Cosmog,"0,16€",correction,408139,Cosmog [Ascension],408144,Cosmog [Unaware | Surprise Attack],Unaware Surprise Attack,3
CES,7,Treecko,"0,16€",correction,361255,Treecko [Smack | Tail Whap],361254,Treecko [Sleep Poison],Sleep Poison,3
EPO,9,Cottonee,"0,16€",correction,279975,Cottonee [Cotton Guard],279974,Cottonee [Absorb],Absorb,2
FCO,11,Fennekin,"0,16€",correction,289836,Fennekin [Will-O-Wisp | Tail Whip],289837,Fennekin [Invite Out],Invite Out,2
LOT,115,Larvitar,"0,16€",correction,365751,Larvitar [Submerge | Bite],365752,Larvitar [Second Strike],Second Strike,2
NVI,54,Elgyem,"0,16€",correction,280178,Elgyem [First Contact | Headbutt],280177,Elgyem [Headbutt | Calm Mind],Headbutt Calm Mind,2
PLS,110,Patrat,"0,16€",correction,280851,Patrat [Collect | Slam],280850,Patrat [Reckless Charge],Reckless Charge,2
SSH,3,Roselia,"0,16€",correction,436189,Roselia [Absorb],436194,Roselia [Sweet Scent | Sting],Sweet Scent Sting,2
TEU,2,Weedle,"0,16€",correction,368936,Weedle [Reckless Charge],368935,Weedle [Tangle Drag | Bug Bite],Tangle Drag Bug Bite,2
CEC,108,Trapinch,"0,15€",correction,408179,Trapinch [Nest Building | Sand Spray],408189,Trapinch [Dig],Dig,2
DEX,80,Chansey,"0,15€",correction,280409,Chansey [Continuous Tumble],280408,Chansey [Sing | Double-Edge],Sing Double-Edge,2
PRC,45,Spheal,"0,15€",correction,273577,Spheal [Ice Ball],273576,Spheal [Ball Roll],Ball Roll,2
SSH,146,Minccino,"0,15€",correction,436819,Minccino [Glance | Tail Slap],436824,Minccino [Tail Whap],Tail Whap,2
SSH,68,Chinchou,"0,15€",correction,436469,Chinchou [Gentle Slap],436474,Chinchou [Luring Glow | Lightning Ball],Luring Glow Lightning Ball,2
UNM,7,Sewaddle,"0,15€",correction,387862,Sewaddle [Multiply | Gnaw],387867,Sewaddle [Swaddling Leaves | Surprise Attack],Swaddling Leaves Surprise Attack,2
CEC,107,Trapinch,"0,14€",correction,408189,Trapinch [Dig],408179,Trapinch [Nest Building | Sand Spray],Nest Building Sand Spray,2
FCO,46,Riolu,"0,14€",correction,290536,Riolu [Double Smash],290537,Riolu [Smash Punch],Smash Punch,2
UNB,27,Litten,"0,14€",correction,372318,Litten [Singe],372319,Litten [Caturday | Big Bite],Caturday Big Bite,2
UNM,129,Murkrow,"0,14€",correction,388432,Murkrow [Astonish],388442,Murkrow [Peck],Peck,2
FCO,45,Riolu,"0,13€",correction,290537,Riolu [Smash Punch],290536,Riolu [Double Smash],Double Smash,2
GRI,63,Machop,"0,13€",correction,297523,Machop [Dual Chop],297524,Machop [Dynamic Chop],Dynamic Chop,2
LOT,5,Chikorita,"0,13€",correction,365574,Chikorita [Mini Drain],365573,Chikorita [Synthesis | Razor Leaf],Synthesis Razor Leaf,2
PLF,71,Pawniard,"0,13€",correction,280950,Pawniard [Cut],280949,Pawniard [Slash],Slash,2
UNM,93,Honedge,"0,13€",correction,388262,Honedge [Lucky Find | Pierce],388272,Honedge [Slashing Cutter],Slashing Cutter,2
LOT,24,Wurmple,"0,12€",correction,365663,Wurmple [Ram],365616,Wurmple [Poison Sting],Poison Sting,2
SSH,112,Clobbopus,"0,12€",correction,436674,Clobbopus [Bind],436679,Clobbopus [Punch],Punch,2
SSH,145,Minccino,"0,12€",correction,436824,Minccino [Tail Whap],436819,Minccino [Glance | Tail Slap],Glance Tail Slap,2
UNB,26,Litten,"0,12€",correction,372319,Litten [Caturday | Big Bite],372318,Litten [Singe],Singe,2
UNM,92,Honedge,"0,11€",correction,388272,Honedge [Slashing Cutter],388262,Honedge [Lucky Find | Pierce],Lucky Find Pierce,2
BRS,77,Wormadam,"0,10€",correction,608644,Wormadam [Matron's Anger | Scrap Drop],608527,Wormadam [Matron's Anger | Bind Down],Matron's Anger Bind Down,3
CES,26,Torchic,"0,10€",correction,361273,Torchic [Ember | CES],361272,Torchic [Peck | Live Coal],Peck Live Coal,2
CES,93,Beldum,"0,10€",correction,361336,Beldum [Conductive Body | Ram],361337,Beldum [Single Smash],Single Smash,2
FST,29,Vulpix,"0,10€",correction,582162,Vulpix [Live Coal],582163,Vulpix [Smash Kick],Smash Kick,2
LOT,114,Larvitar,"0,10€",correction,365752,Larvitar [Second Strike],365751,Larvitar [Submerge | Bite],Submerge Bite,2
LOT,23,Wurmple,"0,10€",correction,365616,Wurmple [Poison Sting],365663,Wurmple [Ram],Ram,2
RS,75,Treecko,"0,10€",correction,275724,Treecko [Tail Slap | Razor Leaf],275723,Treecko [Poison Breath],Poison Breath,3
SSH,97,Rhyhorn,"0,10€",correction,436599,Rhyhorn [Horn Attack | Hammer In],436604,Rhyhorn [Stomp Off | Land Crush],Stomp Off Land Crush,2
SSP,33,Charcadet,"0,10€",correction,794292,Charcadet [Will-O-Wisp],794295,Charcadet [Light Punch | Flamethrower],Light Punch Flamethrower,2
UNM,6,Sewaddle,"0,10€",correction,387867,Sewaddle [Swaddling Leaves | Surprise Attack],387862,Sewaddle [Multiply | Gnaw],Multiply Gnaw,2
ASR,91,Hisuian Overqwil,"0,09€",correction,658714,Hisuian Overqwil [Tormenting Poison | Pinning],658718,Hisuian Overqwil [Dirty Press | Pierce],Dirty Press Pierce,2
PAL,54,Cetoddle,"0,09€",correction,715528,Cetoddle [Avalanche],715529,Cetoddle [Rest | Double-Edge],Rest Double-Edge,3
SSH,17,Blipbug,"0,09€",correction,436249,Blipbug [Gnaw],436254,Blipbug [Call for Family],Call for Family,2
TWM,127,Dipplin,"0,09€",correction,769192,Dipplin [Festival Lead | Do the Wave],769301,Dipplin [Syrup Catcher],Syrup Catcher,4
FST,28,Vulpix,"0,08€",correction,582163,Vulpix [Smash Kick],582162,Vulpix [Live Coal],Live Coal,2
GRI,62,Machop,"0,08€",correction,297524,Machop [Dynamic Chop],297523,Machop [Dual Chop],Dual Chop,2
HIF,25,Ekans,"0,08€",correction,394722,Ekans [Tail Whap],394767,Ekans [Wrap],Wrap,2
HIF,26,Ekans,"0,08€",correction,394767,Ekans [Wrap],394722,Ekans [Tail Whap],Tail Whap,2
SSH,67,Chinchou,"0,08€",correction,436474,Chinchou [Luring Glow | Lightning Ball],436469,Chinchou [Gentle Slap],Gentle Slap,2
SVI,136,Maschiff,"0,08€",correction,702430,Maschiff [Rear Kick | Darkness Fang],702431,Maschiff [Crunch],Crunch,2
SVI,18,Tarountula,"0,08€",correction,702312,Tarountula [String Haul | Bug Bite],702314,Tarountula [Surprise Attack],Surprise Attack,4
SVI,95,Dedenne,"0,08€",correction,702390,Dedenne [Energy Munch],702391,Dedenne [Second Bite],Second Bite,2
ASR,90,Hisuian Overqwil,"0,07€",correction,658718,Hisuian Overqwil [Dirty Press | Pierce],658714,Hisuian Overqwil [Tormenting Poison | Pinning],Tormenting Poison Pinning,2
FLI,92,Goomy,"0,07€",correction,355605,Goomy [Sticky Membrane | Ram],355606,Goomy [Rain Splash | Flail],Rain Splash Flail,2
OBF,181,Lechonk,"0,07€",correction,725260,Lechonk [Tackle],725261,Lechonk [Disarming Voice],Disarming Voice,4
OBF,182,Lechonk,"0,07€",correction,725261,Lechonk [Disarming Voice],725262,Lechonk [Headbutt Bounce | Mud Shot],Headbutt Bounce Mud Shot,4
OBF,76,Tadbulb,"0,07€",correction,725154,Tadbulb [Energize | Lightning Ball],725156,Tadbulb [Shake and Discharge],Shake and Discharge,3
PAR,16,Toedscool,"0,07€",correction,740491,Toedscool [Clinging Spore | Vine Slap],740492,Toedscool [Kick | Absorb],Kick Absorb,2
SSH,111,Clobbopus,"0,07€",correction,436679,Clobbopus [Punch],436674,Clobbopus [Bind],Bind,2
SVI,160,Tandemaus,"0,07€",correction,702455,Tandemaus [Gnaw],702456,Tandemaus [Double Hit],Double Hit,2
SVI,40,Charcadet,"0,07€",correction,702334,Charcadet [Ember],702335,Charcadet [Heat Blast],Heat Blast,2
SVI,56,Wiglett,"0,07€",correction,702350,Wiglett [Twisting Strike],702351,Wiglett [Dig a Little | Ram],Dig a Little Ram,3
SVI,94,Dedenne,"0,07€",correction,702391,Dedenne [Second Bite],702390,Dedenne [Energy Munch],Energy Munch,2
CES,92,Beldum,"0,06€",correction,361337,Beldum [Single Smash],361336,Beldum [Conductive Body | Ram],Conductive Body Ram,2
OBF,155,Varoom,"0,06€",correction,725234,Varoom [Spinning Draw],725235,Varoom [Suffocating Gas],Suffocating Gas,3
OBF,77,Bellibolt,"0,06€",correction,725158,Bellibolt [Insulator | Thunderous Edge],725157,Bellibolt [Electrobullet],Electrobullet,3
PAL,41,Paldean Tauros,"0,06€",correction,715583,Paldean Tauros [Raging Horns | Combat Tackle],715515,Paldean Tauros [Raging Horns | Aqua Dive],Raging Horns Aqua Dive,4
SSH,153,Wooloo,"0,06€",correction,436854,Wooloo [Expand],436859,Wooloo [Tackle | Headbutt],Tackle Headbutt,2
SVI,101,Flittle,"0,06€",correction,702396,Flittle [Ram],702397,Flittle [Spinning Attack],Spinning Attack,3
SVI,102,Flittle,"0,06€",correction,702397,Flittle [Spinning Attack],702398,Flittle [Dash Off],Dash Off,3
SVI,74,Pawmi,"0,06€",correction,702369,Pawmi [Jolt],702370,Pawmi [Light Punch | Zap Kick],Light Punch Zap Kick,2
SVI,78,Wattrel,"0,06€",correction,702374,Wattrel [Collect | Glide],702375,Wattrel [Static Shock],Static Shock,2
CRZ,92,Pawniard,"0,05€",correction,691809,Pawniard [Reckless Charge],691810,Pawniard [Pierce],Pierce,2
PAL,125,Glimmet,"0,05€",correction,715599,Glimmet [Ascension],715600,Glimmet [Rock Throw],Rock Throw,2
PAL,28,Paldean Tauros,"0,05€",correction,715515,Paldean Tauros [Raging Horns | Aqua Dive],715501,Paldean Tauros [Raging Horns | Blaze Dash],Raging Horns Blaze Dash,4
PAL,69,Shinx,"0,05€",correction,715543,Shinx [Big Roar | Ram],715544,Shinx [Wild Kick],Wild Kick,2
SSP,2,Exeggcute,"0,05€",correction,794256,Exeggcute [Precocious Evolution],794257,Exeggcute [Absorb],Absorb,3
SVI,135,Maschiff,"0,05€",correction,702431,Maschiff [Crunch],702430,Maschiff [Rear Kick | Darkness Fang],Rear Kick Darkness Fang,2
SVI,28,Capsakid,"0,05€",correction,702323,Capsakid [Slightly Spicy],702324,Capsakid [Increasing Spice | Playful Kick],Increasing Spice Playful Kick,2
