klasse,set,number,name,eur_price,our_product_id,our_product_name,ppl_product_id,ppl_product_name,card_text,url
wrong-product,BLW,5,Serperior,"1,38€",279744,Serperior [Royal Heal | Leaf Tornado],279743,Serperior [Vine Whip | Leaf Storm],Vine Whip Leaf Storm,https://pokepricelab.com/de/catalog/black-white-serperior-5
wrong-product,PAL,201,Fuecoco,"1,31€",715508,Fuecoco [Tackle],715676,Fuecoco [Spacing Out | Flare],Spacing Out Flare,https://pokepricelab.com/de/catalog/paldea-evolved-fuecoco-201
wrong-product,EPO,57,Excadrill,"1,23€",280021,Excadrill [Metal Claw | Drill Run],280022,Excadrill [Dig | Earthquake],Dig Earthquake,https://pokepricelab.com/de/catalog/emerging-powers-excadrill-57
wrong-product,RS,65,Poochyena,"1,22€",275712,Poochyena [Knock Off | Rear Kick],275713,Poochyena [Shadow Bind],Shadow Bind,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-poochyena-65
wrong-product,EPO,8,Leavanny,"1,17€",279972,Leavanny [Nurturing | X-Scissor],279973,Leavanny [Slash | Triple Cutter],Slash Triple Cutter,https://pokepricelab.com/de/catalog/emerging-powers-leavanny-8
wrong-product,NVI,53,Reuniclus,"1,12€",280175,Reuniclus [Future Sight | Net Force],280176,Reuniclus [Dizzy Punch | Mind Bend],Dizzy Punch Mind Bend,https://pokepricelab.com/de/catalog/noble-victories-reuniclus-53
wrong-product,NVI,52,Reuniclus,"1,07€",280176,Reuniclus [Dizzy Punch | Mind Bend],280175,Reuniclus [Future Sight | Net Force],Future Sight Net Force,https://pokepricelab.com/de/catalog/noble-victories-reuniclus-52
wrong-product,N1,31,Croconaw,"1,01€",274432,Croconaw [Tackle | Sweep Away],274431,Croconaw [Screech | Jaw Clamp],Screech Jaw Clamp,https://pokepricelab.com/de/catalog/neo-genesis-croconaw-31
wrong-product,UD,48,Eevee,"0,99€",279300,Eevee [Tackle | Bite],279301,Eevee [Call for Family | Tickle],Call for Family Tickle,https://pokepricelab.com/de/catalog/undaunted-eevee-48
wrong-product,SP,2,Scorbunny,"0,88€",665987,Scorbunny [Flaring Dash | Ember],427086,Scorbunny [Super Singe],Super Singe,https://pokepricelab.com/de/catalog/swsh-black-star-promos-scorbunny-002
wrong-product,BKT,109,Axew,"0,83€",286354,Axew [Brat Snack | Dragon Claw],286355,Axew [Extra Chop | Dragon Claw],Extra Chop Dragon Claw,https://pokepricelab.com/de/catalog/breakthrough-axew-109
wrong-product,EPO,31,Beartic,"0,82€",279995,Beartic [Sheer Cold | Icicle Crash],279996,Beartic [Icy Wind | Superpower],Icy Wind Superpower,https://pokepricelab.com/de/catalog/emerging-powers-beartic-31
wrong-product,RS,68,Ralts,"0,82€",275714,Ralts [Confuse Ray],275716,Ralts [Pound | Link Blast],Pound Link Blast,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-68
wrong-product,LOT,91,Unown,"0,79€",365729,Unown [MISSING | Hidden Power],365728,Unown [HAND | Hidden Power],HAND Hidden Power,https://pokepricelab.com/de/catalog/lost-thunder-unown-91
wrong-product,PAL,196,Sprigatito,"0,77€",715486,Sprigatito [Dig Claws],715671,Sprigatito [Gather Sunlight | Seed Bomb],Gather Sunlight Seed Bomb,https://pokepricelab.com/de/catalog/paldea-evolved-sprigatito-196
wrong-product,EPO,7,Leavanny,"0,76€",279973,Leavanny [Slash | Triple Cutter],279972,Leavanny [Nurturing | X-Scissor],Nurturing X-Scissor,https://pokepricelab.com/de/catalog/emerging-powers-leavanny-7
wrong-product,TEU,12,Charmander,"0,75€",368944,Charmander [Scratch | Reprisal],368945,Charmander [Ember],Ember,https://pokepricelab.com/de/catalog/team-up-charmander-12
wrong-product,BCR,96,Skarmory,"0,70€",280682,Skarmory [Claw | Drill Peck],280683,Skarmory [Metal Sound | Swift],Metal Sound Swift,https://pokepricelab.com/de/catalog/boundaries-crossed-skarmory-96
wrong-product,RS,76,Treecko,"0,70€",275723,Treecko [Poison Breath],275724,Treecko [Tail Slap | Razor Leaf],Tail Slap Razor Leaf,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-treecko-76
wrong-product,UD,16,Honchkrow,"0,67€",279268,Honchkrow [Whirlwind | Blindside],279269,Honchkrow [Shadow Bind | Vengeance],Shadow Bind Vengeance,https://pokepricelab.com/de/catalog/undaunted-honchkrow-16
wrong-product,RS,67,Ralts,"0,65€",275716,Ralts [Pound | Link Blast],275715,Ralts [Headbutt | Hypnoblast],Headbutt Hypnoblast,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-67
wrong-product,SP,85,Boltund V,"0,61€",608109,Boltund V [Smash Turn | Electrobullet],610516,Boltund V [Electrify | Bolt Storm],Electrify Bolt Storm,https://pokepricelab.com/de/catalog/swsh-black-star-promos-boltund-v-085
wrong-product,BKT,108,Axew,"0,60€",286355,Axew [Extra Chop | Dragon Claw],286354,Axew [Brat Snack | Dragon Claw],Brat Snack Dragon Claw,https://pokepricelab.com/de/catalog/breakthrough-axew-108
wrong-product,BCR,95,Skarmory,"0,57€",280683,Skarmory [Metal Sound | Swift],280682,Skarmory [Claw | Drill Peck],Claw Drill Peck,https://pokepricelab.com/de/catalog/boundaries-crossed-skarmory-95
wrong-product,RS,58,Makuhita,"0,55€",275705,Makuhita [Fling | Low Kick],275706,Makuhita [Fake Out],Fake Out,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-makuhita-58
wrong-product,RS,64,Poochyena,"0,54€",275713,Poochyena [Shadow Bind],275712,Poochyena [Knock Off | Rear Kick],Knock Off Rear Kick,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-poochyena-64
wrong-product,UD,65,Scyther,"0,47€",279289,Scyther [Afterimage Strike],279318,Scyther [Cut | Slashing Strike],Cut Slashing Strike,https://pokepricelab.com/de/catalog/undaunted-scyther-65
wrong-product,RS,66,Ralts,"0,45€",275715,Ralts [Headbutt | Hypnoblast],275714,Ralts [Confuse Ray],Confuse Ray,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-66
wrong-product,CG,19,Grovyle,"0,43€",277113,Grovyle [Detect | Smash Kick],277100,Grovyle δ Delta Species [Scratch | Agility],Scratch Agility,https://pokepricelab.com/de/catalog/ex-crystal-guardians-grovyle-delta-species-19
wrong-product,BLW,28,Oshawott,"0,35€",279765,Oshawott [Tackle | Water Gun],279766,Oshawott [Razor Shell],Razor Shell,https://pokepricelab.com/de/catalog/black-white-oshawott-28
wrong-product,UD,47,Eevee,"0,35€",279301,Eevee [Call for Family | Tickle],279300,Eevee [Tackle | Bite],Tackle Bite,https://pokepricelab.com/de/catalog/undaunted-eevee-47
wrong-product,UD,36,Scyther,"0,34€",279318,Scyther [Cut | Slashing Strike],279289,Scyther [Afterimage Strike],Afterimage Strike,https://pokepricelab.com/de/catalog/undaunted-scyther-36
wrong-product,UNM,148,Dratini,"0,33€",388527,Dratini [Agility],388532,Dratini [Aqua Lift | Jump On],Aqua Lift Jump On,https://pokepricelab.com/de/catalog/unified-minds-dratini-148
wrong-product,UNM,150,Dragonair,"0,33€",388537,Dragonair [Twister],388542,Dragonair [Tail Whap | Destructive Whirlpool],Tail Whap Destructive Whirlpool,https://pokepricelab.com/de/catalog/unified-minds-dragonair-150
wrong-product,FFI,60,Pancham,"0,32€",281723,Pancham [Bad-Influence Evolution | Confront],281724,Pancham [Comet Punch],Comet Punch,https://pokepricelab.com/de/catalog/furious-fists-pancham-60
wrong-product,HL,57,Chinchou,"0,32€",276130,Chinchou [Pound | Spark],276131,Chinchou [Random Spark | Lightning Ball],Random Spark Lightning Ball,https://pokepricelab.com/de/catalog/ex-hidden-legends-chinchou-57
wrong-product,EPO,46,Gothorita,"0,31€",280010,Gothorita [Double Slap | Psybeam],280011,Gothorita [Deleting Glare | Super Psy Bolt],Deleting Glare Super Psy Bolt,https://pokepricelab.com/de/catalog/emerging-powers-gothorita-46
wrong-product,HL,56,Chinchou,"0,30€",276131,Chinchou [Random Spark | Lightning Ball],276130,Chinchou [Pound | Spark],Pound Spark,https://pokepricelab.com/de/catalog/ex-hidden-legends-chinchou-56
wrong-product,UNM,34,Salazzle,"0,30€",388302,Salazzle [Smack | Slashing Claw],388002,Salazzle [Fire Claws],Fire Claws,https://pokepricelab.com/de/catalog/unified-minds-salazzle-34
wrong-product,EPO,10,Cottonee,"0,29€",279974,Cottonee [Absorb],279975,Cottonee [Cotton Guard],Cotton Guard,https://pokepricelab.com/de/catalog/emerging-powers-cottonee-10
wrong-product,UNM,149,Dragonair,"0,29€",388542,Dragonair [Tail Whap | Destructive Whirlpool],388537,Dragonair [Twister],Twister,https://pokepricelab.com/de/catalog/unified-minds-dragonair-149
wrong-product,DEX,81,Chansey,"0,28€",280408,Chansey [Sing | Double-Edge],280409,Chansey [Continuous Tumble],Continuous Tumble,https://pokepricelab.com/de/catalog/dark-explorers-chansey-81
wrong-product,LOT,40,Cyndaquil,"0,27€",365679,Cyndaquil [Smokescreen],365680,Cyndaquil [Hammer In],Hammer In,https://pokepricelab.com/de/catalog/lost-thunder-cyndaquil-40
wrong-product,LOT,6,Chikorita,"0,27€",365573,Chikorita [Synthesis | Razor Leaf],365574,Chikorita [Mini Drain],Mini Drain,https://pokepricelab.com/de/catalog/lost-thunder-chikorita-6
wrong-product,BLW,44,Joltik,"0,26€",279783,Joltik [Leech Life | BW],279782,Joltik [Stun Needle],Stun Needle,https://pokepricelab.com/de/catalog/black-white-joltik-44
wrong-product,EPO,45,Gothorita,"0,25€",280011,Gothorita [Deleting Glare | Super Psy Bolt],280010,Gothorita [Double Slap | Psybeam],Double Slap Psybeam,https://pokepricelab.com/de/catalog/emerging-powers-gothorita-45
wrong-product,GRI,56,Oricorio,"0,25€",297478,Oricorio [Passionate Dance | Kindle],371619,Oricorio [Supernatural Dance | Revelation Dance],Supernatural Dance Revelation Dance,https://pokepricelab.com/de/catalog/guardians-rising-oricorio-56
wrong-product,FCO,87,Minccino,"0,23€",289907,Minccino [Cleaning Up],289908,Minccino [Tail Smack],Tail Smack,https://pokepricelab.com/de/catalog/fates-collide-minccino-87
wrong-product,HL,53,Baltoy,"0,23€",276126,Baltoy [Psyshock],276127,Baltoy [Headbutt | Mud Slap],Headbutt Mud Slap,https://pokepricelab.com/de/catalog/ex-hidden-legends-baltoy-53
wrong-product,BKT,116,Doduo,"0,22€",286361,Doduo [Simultaneous Peck | Doduo Delivery],286362,Doduo [Double Stab | Doduo Delivery],Double Stab Doduo Delivery,https://pokepricelab.com/de/catalog/breakthrough-doduo-116
wrong-product,BLW,81,Lillipup,"0,22€",279818,Lillipup [Pickup | Bite],371575,Lillipup [Collect | Tackle],Collect Tackle,https://pokepricelab.com/de/catalog/black-white-lillipup-81
wrong-product,EPO,55,Drilbur,"0,22€",280019,Drilbur [Hone Claws | Scratch],280020,Drilbur [Mud-Slap],Mud-Slap,https://pokepricelab.com/de/catalog/emerging-powers-drilbur-55
wrong-product,GRI,55,Oricorio,"0,22€",297518,Oricorio [Supernatural Dance | Revelation Dance],450068,Oricorio [Vital Dance | Casual Slap],Vital Dance Casual Slap,https://pokepricelab.com/de/catalog/guardians-rising-oricorio-55
wrong-product,NVI,55,Elgyem,"0,22€",280177,Elgyem [Headbutt | Calm Mind],280178,Elgyem [First Contact | Headbutt],First Contact Headbutt,https://pokepricelab.com/de/catalog/noble-victories-elgyem-55
wrong-product,TEU,3,Weedle,"0,22€",368935,Weedle [Tangle Drag | Bug Bite],368936,Weedle [Reckless Charge],Reckless Charge,https://pokepricelab.com/de/catalog/team-up-weedle-3
wrong-product,BLW,80,Lillipup,"0,21€",279819,Lillipup [Collect | Tackle],279818,Lillipup [Pickup | Bite],Pickup Bite,https://pokepricelab.com/de/catalog/black-white-lillipup-80
wrong-product,FCO,44,Wormadam,"0,20€",289829,Wormadam [Solar Ray | Leaf Cutter],289868,Wormadam [Sand Spray | Twin Bursts],Sand Spray Twin Bursts,https://pokepricelab.com/de/catalog/fates-collide-wormadam-44
wrong-product,BKT,115,Doduo,"0,19€",286362,Doduo [Double Stab | Doduo Delivery],286361,Doduo [Simultaneous Peck | Doduo Delivery],Simultaneous Peck Doduo Delivery,https://pokepricelab.com/de/catalog/breakthrough-doduo-115
wrong-product,EPO,54,Drilbur,"0,19€",280020,Drilbur [Mud-Slap],280019,Drilbur [Hone Claws | Scratch],Hone Claws Scratch,https://pokepricelab.com/de/catalog/emerging-powers-drilbur-54
wrong-product,FCO,86,Minccino,"0,19€",289908,Minccino [Tail Smack],289907,Minccino [Cleaning Up],Cleaning Up,https://pokepricelab.com/de/catalog/fates-collide-minccino-86
wrong-product,HL,52,Baltoy,"0,19€",276127,Baltoy [Headbutt | Mud Slap],276126,Baltoy [Psyshock],Psyshock,https://pokepricelab.com/de/catalog/ex-hidden-legends-baltoy-52
wrong-product,CES,8,Treecko,"0,18€",361254,Treecko [Sleep Poison],361255,Treecko [Smack | Tail Whap],Smack Tail Whap,https://pokepricelab.com/de/catalog/celestial-storm-treecko-8
wrong-product,EPO,71,Ferroseed,"0,18€",280035,Ferroseed [Pin Missile],280036,Ferroseed [Pierce],Pierce,https://pokepricelab.com/de/catalog/emerging-powers-ferroseed-71
wrong-product,EPO,70,Ferroseed,"0,17€",280036,Ferroseed [Pierce],280035,Ferroseed [Pin Missile],Pin Missile,https://pokepricelab.com/de/catalog/emerging-powers-ferroseed-70
wrong-product,PLF,72,Pawniard,"0,17€",280949,Pawniard [Slash],280950,Pawniard [Cut],Cut,https://pokepricelab.com/de/catalog/plasma-freeze-pawniard-72
wrong-product,BLW,2,Snivy,"0,16€",279739,Snivy [Tackle | Vine Whip],279740,Snivy [Leaf Blade],Leaf Blade,https://pokepricelab.com/de/catalog/black-white-snivy-2
wrong-product,CEC,100,Cosmog,"0,16€",408139,Cosmog [Ascension],408144,Cosmog [Unaware | Surprise Attack],Unaware Surprise Attack,https://pokepricelab.com/de/catalog/cosmic-eclipse-cosmog-100
wrong-product,CES,7,Treecko,"0,16€",361255,Treecko [Smack | Tail Whap],361254,Treecko [Sleep Poison],Sleep Poison,https://pokepricelab.com/de/catalog/celestial-storm-treecko-7
wrong-product,EPO,9,Cottonee,"0,16€",279975,Cottonee [Cotton Guard],279974,Cottonee [Absorb],Absorb,https://pokepricelab.com/de/catalog/emerging-powers-cottonee-9
wrong-product,LOT,115,Larvitar,"0,16€",365751,Larvitar [Submerge | Bite],365752,Larvitar [Second Strike],Second Strike,https://pokepricelab.com/de/catalog/lost-thunder-larvitar-115
wrong-product,NVI,54,Elgyem,"0,16€",280178,Elgyem [First Contact | Headbutt],280177,Elgyem [Headbutt | Calm Mind],Headbutt Calm Mind,https://pokepricelab.com/de/catalog/noble-victories-elgyem-54
wrong-product,TEU,2,Weedle,"0,16€",368936,Weedle [Reckless Charge],368935,Weedle [Tangle Drag | Bug Bite],Tangle Drag Bug Bite,https://pokepricelab.com/de/catalog/team-up-weedle-2
wrong-product,DEX,80,Chansey,"0,15€",280409,Chansey [Continuous Tumble],280408,Chansey [Sing | Double-Edge],Sing Double-Edge,https://pokepricelab.com/de/catalog/dark-explorers-chansey-80
wrong-product,UNM,7,Sewaddle,"0,15€",387862,Sewaddle [Multiply | Gnaw],387867,Sewaddle [Swaddling Leaves | Surprise Attack],Swaddling Leaves Surprise Attack,https://pokepricelab.com/de/catalog/unified-minds-sewaddle-7
wrong-product,CEC,107,Trapinch,"0,14€",408189,Trapinch [Dig],408179,Trapinch [Nest Building | Sand Spray],Nest Building Sand Spray,https://pokepricelab.com/de/catalog/cosmic-eclipse-trapinch-107
wrong-product,GRI,14,Oricorio,"0,14€",297517,Oricorio [Vital Dance | Casual Slap],371618,Oricorio [Passionate Dance | Kindle],Passionate Dance Kindle,https://pokepricelab.com/de/catalog/guardians-rising-oricorio-14
wrong-product,UNM,129,Murkrow,"0,14€",388432,Murkrow [Astonish],388442,Murkrow [Peck],Peck,https://pokepricelab.com/de/catalog/unified-minds-murkrow-129
wrong-product,BKT,32,Remoraid,"0,13€",286277,Remoraid [Wild River | Water Gun],286278,Remoraid [Ion Pool | Water Gun],Ion Pool Water Gun,https://pokepricelab.com/de/catalog/breakthrough-remoraid-32
wrong-product,LOT,5,Chikorita,"0,13€",365574,Chikorita [Mini Drain],365573,Chikorita [Synthesis | Razor Leaf],Synthesis Razor Leaf,https://pokepricelab.com/de/catalog/lost-thunder-chikorita-5
wrong-product,PLF,71,Pawniard,"0,13€",280950,Pawniard [Cut],280949,Pawniard [Slash],Slash,https://pokepricelab.com/de/catalog/plasma-freeze-pawniard-71
wrong-product,LOT,24,Wurmple,"0,12€",365663,Wurmple [Ram],365616,Wurmple [Poison Sting],Poison Sting,https://pokepricelab.com/de/catalog/lost-thunder-wurmple-24
wrong-product,BKT,31,Remoraid,"0,11€",286278,Remoraid [Ion Pool | Water Gun],286277,Remoraid [Wild River | Water Gun],Wild River Water Gun,https://pokepricelab.com/de/catalog/breakthrough-remoraid-31
wrong-product,BRS,77,Wormadam,"0,10€",608644,Wormadam [Matron's Anger | Scrap Drop],608527,Wormadam [Matron's Anger | Bind Down],Matron's Anger Bind Down,https://pokepricelab.com/de/catalog/brilliant-stars-wormadam-077
wrong-product,CES,26,Torchic,"0,10€",361273,Torchic [Ember | CES],361272,Torchic [Peck | Live Coal],Peck Live Coal,https://pokepricelab.com/de/catalog/celestial-storm-torchic-26
wrong-product,CES,93,Beldum,"0,10€",361336,Beldum [Conductive Body | Ram],361337,Beldum [Single Smash],Single Smash,https://pokepricelab.com/de/catalog/celestial-storm-beldum-93
wrong-product,FST,29,Vulpix,"0,10€",582162,Vulpix [Live Coal],582163,Vulpix [Smash Kick],Smash Kick,https://pokepricelab.com/de/catalog/fusion-strike-vulpix-029
wrong-product,LOT,114,Larvitar,"0,10€",365752,Larvitar [Second Strike],365751,Larvitar [Submerge | Bite],Submerge Bite,https://pokepricelab.com/de/catalog/lost-thunder-larvitar-114
wrong-product,LOT,23,Wurmple,"0,10€",365616,Wurmple [Poison Sting],365663,Wurmple [Ram],Ram,https://pokepricelab.com/de/catalog/lost-thunder-wurmple-23
wrong-product,RS,75,Treecko,"0,10€",275724,Treecko [Tail Slap | Razor Leaf],275723,Treecko [Poison Breath],Poison Breath,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-treecko-75
wrong-product,SSH,97,Rhyhorn,"0,10€",436599,Rhyhorn [Horn Attack | Hammer In],436604,Rhyhorn [Stomp Off | Land Crush],Stomp Off Land Crush,https://pokepricelab.com/de/catalog/sword-shield-rhyhorn-97
wrong-product,SSP,33,Charcadet,"0,10€",794292,Charcadet [Will-O-Wisp],794295,Charcadet [Light Punch | Flamethrower],Light Punch Flamethrower,https://pokepricelab.com/de/catalog/surging-sparks-charcadet-033
wrong-product,UNM,6,Sewaddle,"0,10€",387867,Sewaddle [Swaddling Leaves | Surprise Attack],387862,Sewaddle [Multiply | Gnaw],Multiply Gnaw,https://pokepricelab.com/de/catalog/unified-minds-sewaddle-6
wrong-product,ASR,91,Hisuian Overqwil,"0,09€",658714,Hisuian Overqwil [Tormenting Poison | Pinning],658718,Hisuian Overqwil [Dirty Press | Pierce],Dirty Press Pierce,https://pokepricelab.com/de/catalog/astral-radiance-hisuian-overqwil-091
wrong-product,CEC,99,Cosmog,"0,08€",408144,Cosmog [Unaware | Surprise Attack],449363,Cosmog [Ascension],Ascension,https://pokepricelab.com/de/catalog/cosmic-eclipse-cosmog-99
wrong-product,FST,28,Vulpix,"0,08€",582163,Vulpix [Smash Kick],582162,Vulpix [Live Coal],Live Coal,https://pokepricelab.com/de/catalog/fusion-strike-vulpix-028
wrong-product,SSH,67,Chinchou,"0,08€",436474,Chinchou [Luring Glow | Lightning Ball],436469,Chinchou [Gentle Slap],Gentle Slap,https://pokepricelab.com/de/catalog/sword-shield-chinchou-67
wrong-product,SVI,18,Tarountula,"0,08€",702312,Tarountula [String Haul | Bug Bite],702314,Tarountula [Surprise Attack],Surprise Attack,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-018
wrong-product,ASR,90,Hisuian Overqwil,"0,07€",658718,Hisuian Overqwil [Dirty Press | Pierce],658714,Hisuian Overqwil [Tormenting Poison | Pinning],Tormenting Poison Pinning,https://pokepricelab.com/de/catalog/astral-radiance-hisuian-overqwil-090
wrong-product,FLI,92,Goomy,"0,07€",355605,Goomy [Sticky Membrane | Ram],355606,Goomy [Rain Splash | Flail],Rain Splash Flail,https://pokepricelab.com/de/catalog/forbidden-light-goomy-92
wrong-product,OBF,181,Lechonk,"0,07€",725260,Lechonk [Tackle],725261,Lechonk [Disarming Voice],Disarming Voice,https://pokepricelab.com/de/catalog/obsidian-flames-lechonk-181
wrong-product,OBF,182,Lechonk,"0,07€",725261,Lechonk [Disarming Voice],725262,Lechonk [Headbutt Bounce | Mud Shot],Headbutt Bounce Mud Shot,https://pokepricelab.com/de/catalog/obsidian-flames-lechonk-182
wrong-product,OBF,76,Tadbulb,"0,07€",725154,Tadbulb [Energize | Lightning Ball],725156,Tadbulb [Shake and Discharge],Shake and Discharge,https://pokepricelab.com/de/catalog/obsidian-flames-tadbulb-076
wrong-product,OBF,78,Bellibolt,"0,07€",725157,Bellibolt [Electrobullet],725158,Bellibolt [Insulator | Thunderous Edge],Insulator Thunderous Edge,https://pokepricelab.com/de/catalog/obsidian-flames-bellibolt-078
wrong-product,PAL,108,Paldean Tauros,"0,07€",715501,Paldean Tauros [Raging Horns | Blaze Dash],715583,Paldean Tauros [Raging Horns | Combat Tackle],Raging Horns Combat Tackle,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-108
wrong-product,SVI,160,Tandemaus,"0,07€",702455,Tandemaus [Gnaw],702456,Tandemaus [Double Hit],Double Hit,https://pokepricelab.com/de/catalog/scarlet-violet-tandemaus-160
wrong-product,SVI,56,Wiglett,"0,07€",702350,Wiglett [Twisting Strike],702351,Wiglett [Dig a Little | Ram],Dig a Little Ram,https://pokepricelab.com/de/catalog/scarlet-violet-wiglett-056
wrong-product,CES,92,Beldum,"0,06€",361337,Beldum [Single Smash],361336,Beldum [Conductive Body | Ram],Conductive Body Ram,https://pokepricelab.com/de/catalog/celestial-storm-beldum-92
wrong-product,OBF,77,Bellibolt,"0,06€",725158,Bellibolt [Insulator | Thunderous Edge],725157,Bellibolt [Electrobullet],Electrobullet,https://pokepricelab.com/de/catalog/obsidian-flames-bellibolt-077
wrong-product,SVI,102,Flittle,"0,06€",702397,Flittle [Spinning Attack],702398,Flittle [Dash Off],Dash Off,https://pokepricelab.com/de/catalog/scarlet-violet-flittle-102
wrong-product,SVI,156,Lechonk,"0,06€",702451,Lechonk [Collect | Tackle],702452,Lechonk [Whimsy Tackle],Whimsy Tackle,https://pokepricelab.com/de/catalog/scarlet-violet-lechonk-156
wrong-product,SVI,78,Wattrel,"0,06€",702374,Wattrel [Collect | Glide],702375,Wattrel [Static Shock],Static Shock,https://pokepricelab.com/de/catalog/scarlet-violet-wattrel-078
wrong-product,OBF,154,Varoom,"0,05€",725235,Varoom [Suffocating Gas],725234,Varoom [Spinning Draw],Spinning Draw,https://pokepricelab.com/de/catalog/obsidian-flames-varoom-154
wrong-product,PAL,125,Glimmet,"0,05€",715599,Glimmet [Ascension],715600,Glimmet [Rock Throw],Rock Throw,https://pokepricelab.com/de/catalog/paldea-evolved-glimmet-125
wrong-product,PAL,28,Paldean Tauros,"0,05€",715515,Paldean Tauros [Raging Horns | Aqua Dive],715501,Paldean Tauros [Raging Horns | Blaze Dash],Raging Horns Blaze Dash,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-028
wrong-product,PAL,53,Cetoddle,"0,05€",715529,Cetoddle [Rest | Double-Edge],715528,Cetoddle [Avalanche],Avalanche,https://pokepricelab.com/de/catalog/paldea-evolved-cetoddle-053
wrong-product,PAL,69,Shinx,"0,05€",715543,Shinx [Big Roar | Ram],715544,Shinx [Wild Kick],Wild Kick,https://pokepricelab.com/de/catalog/paldea-evolved-shinx-069
wrong-product,SSP,2,Exeggcute,"0,05€",794256,Exeggcute [Precocious Evolution],794257,Exeggcute [Absorb],Absorb,https://pokepricelab.com/de/catalog/surging-sparks-exeggcute-002
wrong-product,SVI,135,Maschiff,"0,05€",702431,Maschiff [Crunch],702430,Maschiff [Rear Kick | Darkness Fang],Rear Kick Darkness Fang,https://pokepricelab.com/de/catalog/scarlet-violet-maschiff-135
wrong-product,SVI,17,Tarountula,"0,05€",702314,Tarountula [Surprise Attack],702313,Tarountula [String Shot],String Shot,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-017
wrong-product,SVI,55,Wiglett,"0,05€",702351,Wiglett [Dig a Little | Ram],702350,Wiglett [Twisting Strike],Twisting Strike,https://pokepricelab.com/de/catalog/scarlet-violet-wiglett-055
wrong-product,SVI,59,Cetoddle,"0,05€",702353,Cetoddle [Tackle],702354,Cetoddle [Icicle | Sharp Fin],Icicle Sharp Fin,https://pokepricelab.com/de/catalog/scarlet-violet-cetoddle-059
wrong-product,SVI,77,Wattrel,"0,05€",702375,Wattrel [Static Shock],702374,Wattrel [Collect | Glide],Collect Glide,https://pokepricelab.com/de/catalog/scarlet-violet-wattrel-077
wrong-product,PAL,121,Nacli,"0,04€",715595,Nacli [Headbutt],715596,Nacli [Salt Coating | Tackle],Salt Coating Tackle,https://pokepricelab.com/de/catalog/paldea-evolved-nacli-121
wrong-product,PAL,20,Nymble,"0,04€",715492,Nymble [Slight Splash | Bug Bite],715493,Nymble [Wild Kick],Wild Kick,https://pokepricelab.com/de/catalog/paldea-evolved-nymble-020
wrong-product,PAL,39,Charcadet,"0,04€",715512,Charcadet [Kick],715513,Charcadet [Live Coal | Magnum Punch],Live Coal Magnum Punch,https://pokepricelab.com/de/catalog/paldea-evolved-charcadet-039
wrong-product,PAL,68,Shinx,"0,04€",715544,Shinx [Wild Kick],715543,Shinx [Big Roar | Ram],Big Roar Ram,https://pokepricelab.com/de/catalog/paldea-evolved-shinx-068
wrong-product,SSP,1,Exeggcute,"0,04€",794257,Exeggcute [Absorb],794256,Exeggcute [Precocious Evolution],Precocious Evolution,https://pokepricelab.com/de/catalog/surging-sparks-exeggcute-001
wrong-product,SSP,32,Charcadet,"0,04€",794295,Charcadet [Light Punch | Flamethrower],794292,Charcadet [Will-O-Wisp],Will-O-Wisp,https://pokepricelab.com/de/catalog/surging-sparks-charcadet-032
wrong-product,TEF,97,Great Tusk,"0,04€",760726,Great Tusk [Lunge Out | Wrathful Charge],760727,Great Tusk [Land Collapse | Giant Tusk],Land Collapse Giant Tusk,https://pokepricelab.com/de/catalog/temporal-forces-great-tusk-097
wrong-product,OBF,74,Tadbulb,"0,03€",725156,Tadbulb [Shake and Discharge],725154,Tadbulb [Energize | Lightning Ball],Energize Lightning Ball,https://pokepricelab.com/de/catalog/obsidian-flames-tadbulb-074
wrong-product,PAL,120,Nacli,"0,03€",715596,Nacli [Salt Coating | Tackle],715595,Nacli [Headbutt],Headbutt,https://pokepricelab.com/de/catalog/paldea-evolved-nacli-120
wrong-product,PAL,124,Glimmet,"0,03€",715600,Glimmet [Rock Throw],715599,Glimmet [Ascension],Ascension,https://pokepricelab.com/de/catalog/paldea-evolved-glimmet-124
wrong-product,PAL,19,Nymble,"0,03€",715493,Nymble [Wild Kick],715492,Nymble [Slight Splash | Bug Bite],Slight Splash Bug Bite,https://pokepricelab.com/de/catalog/paldea-evolved-nymble-019
wrong-product,SSH,152,Wooloo,"0,03€",436859,Wooloo [Tackle | Headbutt],436854,Wooloo [Expand],Expand,https://pokepricelab.com/de/catalog/sword-shield-wooloo-152
