set;number;name;type;rarity
SVP;65;Scream Tail;PBasic;
SVP;66;Iron Bundle;WBasic;
SVP;67;Roaring Moon ex;DBasic;
SVP;68;Iron Valiant ex;PBasic;
SVP;69;Fidough;PBasic;
SVP;70;Greavard;PBasic;
SVP;71;Maschiff;DBasic;
SVP;72;Great Tusk ex;FBasic;
SVP;73;Iron Treads ex;MBasic;
SVP;74;Charizard ex;DStage 2;
SVP;75;Mimikyu;PBasic;
SVP;76;Sprigatito;GBasic;
SVP;77;Floragato;GStage 1;
SVP;78;Meowscarada ex;GStage 2;
SVP;79;Fuecoco;RBasic;
SVP;80;Crocalor;RStage 1;
SVP;81;Skeledirge ex;RStage 2;
SVP;82;Quaxly;WBasic;
SVP;83;Quaxwell;WStage 1;
SVP;84;Quaquaval ex;WStage 2;
SVP;86;Mabosstiff ex;DStage 1;
SVP;87;Sprigatito ex;GBasic;
SVP;88;Pikachu;LBasic;
SVP;89;Feraligatr;WStage 2;
SVP;90;Metang;MStage 1;
SVP;91;Koraidon;NBasic;
SVP;92;Miraidon;NBasic;
SVP;93;Carvanha;WBasic;
SVP;94;Bellibolt;LStage 1;
SVP;95;Cleffa;PBasic;
SVP;96;Cyclizar;CBasic;
SVP;97;Flutter Mane;PBasic;
SVP;98;Iron Thorns;LBasic;
SVP;99;Shroodle;CBasic;
SVP;100;Grafaiai ex;CStage 1;
SVP;101;Pikachu;LBasic;
SVP;103;Houndoom ex;DStage 1;
SVP;104;Melmetal ex;MStage 1;
SVP;105;Armarouge ex;RStage 1;
SVP;106;Pikachu ex;LBasic;
SVP;107;Mareep;LBasic;
SVP;108;Flaaffy;LStage 1;
SVP;109;Ampharos;LStage 2;
SVP;110;Darkrai ex;DBasic;
SVP;111;Pawniard;DBasic;
SVP;112;Bisharp;DStage 1;
SVP;113;Kingambit;DStage 2;
SVP;114;Picnicker;Supporter;
SVP;115;Thwackey;GStage 1;
SVP;116;Infernape;RStage 2;
SVP;117;Froslass;WStage 1;
SVP;118;Tatsugiri;NBasic;
SVP;119;Toxel;LBasic;
SVP;120;Pupitar;FStage 1;
SVP;121;Revavroom;MStage 1;
SVP;122;Snorlax;CBasic;
SVP;123;Teal Mask Ogerpon;GBasic;
SVP;124;Iono;Supporter;
SVP;125;Armarouge ex;RStage 1;
SVP;126;Palafin ex;WStage 1;
SVP;127;Walking Wake ex;WBasic;
SVP;128;Iron Leaves ex;GBasic;
SVP;129;Pecharunt;DBasic;
SVP;130;Kingambit;MStage 2;
SVP;131;Kingdra ex;WStage 2;
SVP;132;Greninja ex;WStage 2;
SVP;133;Ledian;GStage 1;
SVP;134;Crabominable;WStage 1;
SVP;135;Drifblim;PStage 1;
SVP;136;Bouffalant;CBasic;
SVP;137;Horsea;WBasic;
SVP;138;Porygon2;CStage 1;
SVP;139;Latias;PBasic;
SVP;140;Tinkaton;PStage 2;
SVP;141;Noctowl;CStage 1;
SVP;142;Victini ex;RBasic;
SVP;143;Miraidon ex;LBasic;
SVP;144;Gouging Fire ex;RBasic;
SVP;145;Raging Bolt ex;NBasic;
SVP;146;Iron Crown ex;PBasic;
SVP;147;Iron Boulder ex;FBasic;
SVP;148;Miraidon;LBasic;
SVP;149;Pecharunt;DBasic;
SVP;150;Paradise Resort;Stadium;
SVP;151;Gouging Fire;RBasic;
SVP;152;Chien-Pao;WBasic;
SVP;153;Magneton;LStage 1;
SVP;154;Indeedee;PBasic;
SVP;155;Wooper;WBasic;
SVP;156;Quagsire;WStage 1;
SVP;157;Zapdos;LBasic;
SVP;158;Pachirisu;LBasic;
SVP;159;Magneton;LStage 1;
SVP;160;Squawkabilly ex;CBasic;
SVP;161;Charizard ex;RStage 2;
SVP;162;Houndstone ex;PStage 1;
SVP;163;Cinderace ex;RStage 2;
SVP;164;Lapras ex;WBasic;
SVP;165;Terapagos ex;CBasic;
SVP;166;Teal Mask Ogerpon ex;GBasic;
SVP;167;Flareon;RStage 1;
SVP;168;Vaporeon;WStage 1;
SVP;169;Jolteon;LStage 1;
SVP;170;Leafeon;GStage 1;
SVP;171;Glaceon;WStage 1;
SVP;172;Sylveon;PStage 1;
SVP;173;Eevee;CBasic;
SVP;174;Eevee ex;CBasic;
SVP;177;Bloodmoon Ursaluna ex;CBasic;
SVP;178;Kyogre ex;WBasic;
SVP;179;Xerneas ex;PBasic;
SVP;180;Dialga ex;MBasic;
SVP;181;N's Darmanitan;RStage 1;
SVP;182;Iono's Kilowattrel;LStage 1;
SVP;183;Lillie's Ribombee;PStage 1;
SVP;184;Hop's Snorlax;CBasic;
SVP;185;Yanma;GBasic;
SVP;186;Scraggy;DBasic;
SVP;187;Yanmega;GStage 1;
SVP;188;Scrafty;DStage 1;
SVP;189;N's Zorua;DBasic;
SVP;193;Hop's Zacian ex;MBasic;
SVP;194;Iono's Bellibolt ex;LStage 1;
SVP;195;Lillie's Clefairy ex;PBasic;
SVP;196;Charizard ex;DStage 2;
SVP;197;Koraidon ex;FBasic;
SVP;198;Zacian ex;MBasic;
SVP;199;Zarude;GBasic;
SVP;200;Eevee;CBasic;
SVP;201;Zebstrika;LStage 1;
SVP;202;Kangaskhan;CBasic;
SVP;203;Team Rocket's Wobbuffet;PBasic;
SVP;206;Marnie's Morpeko;DBasic;
SVP;207;Steven's Beldum;MBasic;
SVE;1;Grass Energy;Basic Energy;
SVE;2;Fire Energy;Basic Energy;
SVE;3;Water Energy;Basic Energy;
SVE;4;Lightning Energy;Basic Energy;
SVE;5;Psychic Energy;Basic Energy;
SVE;6;Fighting Energy;Basic Energy;
SVE;7;Darkness Energy;Basic Energy;
SVE;8;Metal Energy;Basic Energy;
SVE;9;Grass Energy;Basic Energy;
SVE;10;Fire Energy;Basic Energy;
SVE;11;Water Energy;Basic Energy;
SVE;12;Lightning Energy;Basic Energy;
SVE;13;Psychic Energy;Basic Energy;
SVE;14;Fighting Energy;Basic Energy;
SVE;15;Darkness Energy;Basic Energy;
SVE;16;Metal Energy;Basic Energy;
SVI;1;Pineco;GBasic;Common
SVI;2;Heracross;GBasic;Uncommon
SVI;3;Shroomish;GBasic;Common
SVI;4;Breloom;GStage 1;Uncommon
SVI;5;Cacnea;GBasic;Common
SVI;6;Cacturne;GStage 1;Uncommon
SVI;7;Tropius;GBasic;Common
SVI;8;Scatterbug;GBasic;Common
SVI;9;Spewpa;GStage 1;Common
SVI;10;Vivillon;GStage 2;Uncommon
SVI;11;Skiddo;GBasic;Common
SVI;12;Gogoat;GStage 1;Common
SVI;13;Sprigatito;GBasic;Common
SVI;14;Floragato;GStage 1;Uncommon
SVI;15;Meowscarada;GStage 2;Rare
SVI;16;Tarountula;GBasic;Common
SVI;17;Tarountula;GBasic;Common
SVI;18;Tarountula;GBasic;Common
SVI;19;Spidops ex;GStage 1;Double Rare
SVI;20;Smoliv;GBasic;Common
SVI;21;Smoliv;GBasic;Common
SVI;22;Dolliv;GStage 1;Common
SVI;23;Arboliva;GStage 2;Rare
SVI;24;Toedscool;GBasic;Common
SVI;25;Toedscool;GBasic;Common
SVI;26;Toedscruel;GStage 1;Uncommon
SVI;27;Capsakid;GBasic;Common
SVI;28;Capsakid;GBasic;Common
SVI;29;Scovillain;GStage 1;Uncommon
SVI;30;Growlithe;RBasic;Common
SVI;31;Growlithe;RBasic;Common
SVI;32;Arcanine ex;RStage 1;Double Rare
SVI;33;Houndour;RBasic;Common
SVI;34;Houndoom;RStage 1;Common
SVI;35;Torkoal;RBasic;Uncommon
SVI;36;Fuecoco;RBasic;Common
SVI;37;Crocalor;RStage 1;Uncommon
SVI;38;Skeledirge;RStage 2;Rare
SVI;39;Charcadet;RBasic;Common
SVI;40;Charcadet;RBasic;Common
SVI;41;Armarouge;RStage 1;Rare
SVI;42;Slowpoke;WBasic;Common
SVI;43;Slowbro;WStage 1;Rare
SVI;44;Magikarp;WBasic;Common
SVI;45;Gyarados ex;WStage 1;Double Rare
SVI;46;Buizel;WBasic;Common
SVI;47;Floatzel;WStage 1;Uncommon
SVI;48;Alomomola;WBasic;Common
SVI;49;Clauncher;WBasic;Common
SVI;50;Clawitzer;WStage 1;Common
SVI;51;Bruxish;WBasic;Common
SVI;52;Quaxly;WBasic;Common
SVI;53;Quaxwell;WStage 1;Uncommon
SVI;54;Quaquaval;WStage 2;Rare
SVI;55;Wiglett;WBasic;Common
SVI;56;Wiglett;WBasic;Common
SVI;57;Wugtrio;WStage 1;Uncommon
SVI;58;Cetoddle;WBasic;Common
SVI;59;Cetoddle;WBasic;Common
SVI;60;Cetitan;WStage 1;Uncommon
SVI;61;Dondozo;WBasic;Rare
SVI;62;Tatsugiri;WBasic;Uncommon
SVI;63;Magnemite;LBasic;Common
SVI;64;Magneton;LStage 1;Common
SVI;65;Magnezone ex;LStage 2;Double Rare
SVI;66;Mareep;LBasic;Common
SVI;67;Flaaffy;LStage 1;Uncommon
SVI;68;Pachirisu;LBasic;Uncommon
SVI;69;Rotom;LBasic;Common
SVI;70;Rotom;LBasic;Common
SVI;71;Toxel;LBasic;Common
SVI;72;Toxtricity;LStage 1;Uncommon
SVI;73;Pawmi;LBasic;Common
SVI;74;Pawmi;LBasic;Common
SVI;75;Pawmo;LStage 1;Common
SVI;76;Pawmot;LStage 2;Rare
SVI;77;Wattrel;LBasic;Common
SVI;78;Wattrel;LBasic;Common
SVI;79;Kilowattrel;LStage 1;Uncommon
SVI;80;Miraidon;LBasic;Rare
SVI;81;Miraidon ex;LBasic;Double Rare
SVI;82;Drowzee;PBasic;Common
SVI;83;Hypno;PStage 1;Uncommon
SVI;84;Ralts;PBasic;Common
SVI;85;Kirlia;PStage 1;Common
SVI;86;Gardevoir ex;PStage 2;Double Rare
SVI;87;Shuppet;PBasic;Common
SVI;88;Banette ex;PStage 1;Double Rare
SVI;89;Drifloon;PBasic;Common
SVI;90;Drifblim;PStage 1;Uncommon
SVI;91;Flabébé;PBasic;Common
SVI;92;Floette;PStage 1;Common
SVI;93;Florges;PStage 2;Uncommon
SVI;94;Dedenne;PBasic;Common
SVI;95;Dedenne;PBasic;Common
SVI;96;Klefki;PBasic;Rare
SVI;97;Fidough;PBasic;Common
SVI;98;Fidough;PBasic;Common
SVI;99;Dachsbun;PStage 1;Uncommon
SVI;100;Flittle;PBasic;Common
SVI;101;Flittle;PBasic;Common
SVI;102;Flittle;PBasic;Common
SVI;103;Espathra;PStage 1;Uncommon
SVI;104;Greavard;PBasic;Common
SVI;105;Greavard;PBasic;Common
SVI;106;Houndstone;PStage 1;Rare
SVI;107;Mankey;FBasic;Common
SVI;108;Primeape;FStage 1;Common
SVI;109;Annihilape;FStage 2;Rare
SVI;110;Meditite;FBasic;Common
SVI;111;Medicham;FStage 1;Uncommon
SVI;112;Riolu;FBasic;Common
SVI;113;Riolu;FBasic;Common
SVI;114;Lucario;FStage 1;Uncommon
SVI;115;Sandile;FBasic;Common
SVI;116;Krokorok;FStage 1;Common
SVI;117;Krookodile;FStage 2;Uncommon
SVI;118;Hawlucha;FBasic;Rare
SVI;119;Silicobra;FBasic;Common
SVI;120;Sandaconda;FStage 1;Uncommon
SVI;121;Stonjourner;FBasic;Uncommon
SVI;122;Klawf;FBasic;Rare
SVI;123;Great Tusk ex;FBasic;Double Rare
SVI;124;Koraidon;FBasic;Rare
SVI;125;Koraidon ex;FBasic;Double Rare
SVI;126;Grimer;DBasic;Common
SVI;127;Muk;DStage 1;Uncommon
SVI;128;Seviper;DBasic;Common
SVI;129;Spiritomb;DBasic;Uncommon
SVI;130;Croagunk;DBasic;Common
SVI;131;Toxicroak ex;DStage 1;Double Rare
SVI;132;Pawniard;DBasic;Common
SVI;133;Bisharp;DStage 1;Common
SVI;134;Kingambit;DStage 2;Rare
SVI;135;Maschiff;DBasic;Common
SVI;136;Maschiff;DBasic;Common
SVI;137;Mabosstiff;DStage 1;Uncommon
SVI;138;Bombirdier;DBasic;Uncommon
SVI;139;Forretress;MStage 1;Uncommon
SVI;140;Varoom;MBasic;Common
SVI;141;Varoom;MBasic;Common
SVI;142;Revavroom;MStage 1;Rare
SVI;143;Iron Treads ex;MBasic;Double Rare
SVI;144;Chansey;CBasic;Common
SVI;145;Blissey;CStage 1;Uncommon
SVI;146;Zangoose;CBasic;Common
SVI;147;Zangoose;CBasic;Uncommon
SVI;148;Starly;CBasic;Common
SVI;149;Staravia;CStage 1;Common
SVI;150;Staraptor;CStage 2;Uncommon
SVI;151;Skwovet;CBasic;Common
SVI;152;Greedent;CStage 1;Uncommon
SVI;153;Indeedee;CBasic;Rare
SVI;154;Lechonk;CBasic;Common
SVI;155;Lechonk;CBasic;Common
SVI;156;Lechonk;CBasic;Common
SVI;157;Oinkologne;CStage 1;Uncommon
SVI;158;Oinkologne ex;CStage 1;Double Rare
SVI;159;Tandemaus;CBasic;Common
SVI;160;Tandemaus;CBasic;Common
SVI;161;Maushold;CStage 1;Uncommon
SVI;162;Squawkabilly;CBasic;Common
SVI;163;Cyclizar;CBasic;Uncommon
SVI;164;Cyclizar;CBasic;Rare
SVI;165;Flamigo;CBasic;Uncommon
SVI;166;Arven;Supporter;Uncommon
SVI;167;Beach Court;Stadium;Uncommon
SVI;168;Crushing Hammer;Item;Common
SVI;169;Defiance Band;Tool;Uncommon
SVI;170;Electric Generator;Item;Uncommon
SVI;171;Energy Retrieval;Item;Common
SVI;172;Energy Search;Item;Common
SVI;173;Energy Switch;Item;Common
SVI;174;Exp. Share;Tool;Uncommon
SVI;175;Jacq;Supporter;Uncommon
SVI;176;Judge;Supporter;Uncommon
SVI;177;Katy;Supporter;Uncommon
SVI;178;Mesagoza;Stadium;Uncommon
SVI;179;Miriam;Supporter;Uncommon
SVI;180;Nemona;Supporter;Common
SVI;181;Nest Ball;Item;Uncommon
SVI;182;Pal Pad;Item;Common
SVI;183;Penny;Supporter;Uncommon
SVI;184;Picnic Basket;Item;Uncommon
SVI;185;Poké Ball;Item;Common
SVI;186;Pokégear 3.0;Item;Common
SVI;187;Pokémon Catcher;Item;Common
SVI;188;Potion;Item;Common
SVI;189;Professor's Research;Supporter;Rare
SVI;190;Professor's Research;Supporter;Rare
SVI;191;Rare Candy;Item;Common
SVI;192;Rock Chestplate;Tool;Uncommon
SVI;193;Rocky Helmet;Tool;Uncommon
SVI;194;Switch;Item;Common
SVI;195;Team Star Grunt;Supporter;Uncommon
SVI;196;Ultra Ball;Item;Uncommon
SVI;197;Vitality Band;Tool;Uncommon
SVI;198;Youngster;Supporter;Uncommon
SVI;199;Tarountula;GBasic;Art Rare
SVI;200;Dolliv;GStage 1;Art Rare
SVI;201;Toedscool;GBasic;Art Rare
SVI;202;Scovillain;GStage 1;Art Rare
SVI;203;Armarouge;RStage 1;Art Rare
SVI;204;Slowpoke;WBasic;Art Rare
SVI;205;Clauncher;WBasic;Art Rare
SVI;206;Wiglett;WBasic;Art Rare
SVI;207;Dondozo;WBasic;Art Rare
SVI;208;Pachirisu;LBasic;Art Rare
SVI;209;Pawmot;LStage 2;Art Rare
SVI;210;Drowzee;PBasic;Art Rare
SVI;211;Ralts;PBasic;Art Rare
SVI;212;Kirlia;PStage 1;Art Rare
SVI;213;Fidough;PBasic;Art Rare
SVI;214;Greavard;PBasic;Art Rare
SVI;215;Riolu;FBasic;Art Rare
SVI;216;Sandile;FBasic;Art Rare
SVI;217;Klawf;FBasic;Art Rare
SVI;218;Mabosstiff;DStage 1;Art Rare
SVI;219;Bombirdier;DBasic;Art Rare
SVI;220;Kingambit;DStage 2;Art Rare
SVI;221;Starly;CBasic;Art Rare
SVI;222;Skwovet;CBasic;Art Rare
SVI;223;Spidops ex;GStage 1;Ultra Rare
SVI;224;Arcanine ex;RStage 1;Ultra Rare
SVI;225;Gyarados ex;WStage 1;Ultra Rare
SVI;226;Magnezone ex;LStage 2;Ultra Rare
SVI;227;Miraidon ex;LBasic;Ultra Rare
SVI;228;Gardevoir ex;PStage 2;Ultra Rare
SVI;229;Banette ex;PStage 1;Ultra Rare
SVI;230;Great Tusk ex;FBasic;Ultra Rare
SVI;231;Koraidon ex;FBasic;Ultra Rare
SVI;232;Toxicroak ex;DStage 1;Ultra Rare
SVI;233;Iron Treads ex;MBasic;Ultra Rare
SVI;234;Oinkologne ex;CStage 1;Ultra Rare
SVI;235;Arven;Supporter;Ultra Rare
SVI;236;Jacq;Supporter;Ultra Rare
SVI;237;Katy;Supporter;Ultra Rare
SVI;238;Miriam;Supporter;Ultra Rare
SVI;239;Penny;Supporter;Ultra Rare
SVI;240;Professor's Research;Supporter;Ultra Rare
SVI;241;Professor's Research;Supporter;Ultra Rare
SVI;242;Team Star Grunt;Supporter;Ultra Rare
SVI;243;Spidops ex;GStage 1;Special Art Rare
SVI;244;Miraidon ex;LBasic;Special Art Rare
SVI;245;Gardevoir ex;PStage 2;Special Art Rare
SVI;246;Great Tusk ex;FBasic;Special Art Rare
SVI;247;Koraidon ex;FBasic;Special Art Rare
SVI;248;Iron Treads ex;MBasic;Special Art Rare
SVI;249;Arven;Supporter;Special Art Rare
SVI;250;Jacq;Supporter;Special Art Rare
SVI;251;Miriam;Supporter;Special Art Rare
SVI;252;Penny;Supporter;Special Art Rare
SVI;253;Miraidon ex;LBasic;Secret Rare
SVI;254;Koraidon ex;FBasic;Secret Rare
SVI;255;Nest Ball;Item;Secret Rare
SVI;256;Rare Candy;Item;Secret Rare
SVI;257;Lightning Energy;Basic Energy;Secret Rare
SVI;258;Fighting Energy;Basic Energy;Secret Rare
PAL;1;Hoppip;GBasic;Common
PAL;2;Skiploom;GStage 1;Uncommon
PAL;3;Jumpluff;GStage 2;Rare
PAL;4;Pineco;GBasic;Common
PAL;5;Forretress ex;GStage 1;Double Rare
PAL;6;Heracross;GBasic;Uncommon
PAL;7;Tropius;GBasic;Common
PAL;8;Combee;GBasic;Common
PAL;9;Vespiquen;GStage 1;Uncommon
PAL;10;Snover;GBasic;Common
PAL;11;Abomasnow;GStage 1;Rare
PAL;12;Sprigatito;GBasic;Common
PAL;13;Sprigatito;GBasic;Common
PAL;14;Floragato;GStage 1;Uncommon
PAL;15;Meowscarada ex;GStage 2;Double Rare
PAL;16;Tarountula;GBasic;Common
PAL;17;Tarountula;GBasic;Common
PAL;18;Spidops;GStage 1;Uncommon
PAL;19;Nymble;GBasic;Common
PAL;20;Nymble;GBasic;Common
PAL;21;Lokix;GStage 1;Rare
PAL;22;Bramblin;GBasic;Common
PAL;23;Bramblin;GBasic;Common
PAL;24;Brambleghast;GStage 1;Uncommon
PAL;25;Rellor;GBasic;Common
PAL;26;Rellor;GBasic;Common
PAL;27;Wo-Chien ex;GBasic;Double Rare
PAL;28;Paldean Tauros;RBasic;Uncommon
PAL;29;Fletchinder;RStage 1;Uncommon
PAL;30;Talonflame;RStage 2;Uncommon
PAL;31;Litleo;RBasic;Common
PAL;32;Pyroar;RStage 1;Uncommon
PAL;33;Oricorio;RBasic;Rare
PAL;34;Fuecoco;RBasic;Common
PAL;35;Fuecoco;RBasic;Common
PAL;36;Crocalor;RStage 1;Uncommon
PAL;37;Skeledirge ex;RStage 2;Double Rare
PAL;38;Charcadet;RBasic;Common
PAL;39;Charcadet;RBasic;Common
PAL;40;Chi-Yu ex;RBasic;Double Rare
PAL;41;Paldean Tauros;WBasic;Uncommon
PAL;42;Magikarp;WBasic;Common
PAL;43;Gyarados;WStage 1;Rare
PAL;44;Marill;WBasic;Common
PAL;45;Azumarill;WStage 1;Uncommon
PAL;46;Delibird;WBasic;Common
PAL;47;Luvdisc;WBasic;Common
PAL;48;Eiscue;WBasic;Uncommon
PAL;49;Quaxly;WBasic;Common
PAL;50;Quaxly;WBasic;Common
PAL;51;Quaxwell;WStage 1;Uncommon
PAL;52;Quaquaval ex;WStage 2;Double Rare
PAL;53;Cetoddle;WBasic;Common
PAL;54;Cetoddle;WBasic;Common
PAL;55;Cetitan;WStage 1;Uncommon
PAL;56;Veluza;WBasic;Rare
PAL;57;Frigibax;WBasic;Common
PAL;58;Frigibax;WBasic;Common
PAL;59;Arctibax;WStage 1;Uncommon
PAL;60;Baxcalibur;WStage 2;Rare
PAL;61;Chien-Pao ex;WBasic;Double Rare
PAL;62;Pikachu;LBasic;Common
PAL;63;Pikachu ex;LBasic;Double Rare
PAL;64;Raichu;LStage 1;Uncommon
PAL;65;Magnemite;LBasic;Common
PAL;66;Voltorb;LBasic;Common
PAL;67;Electrode;LStage 1;Uncommon
PAL;68;Shinx;LBasic;Common
PAL;69;Shinx;LBasic;Common
PAL;70;Luxio;LStage 1;Uncommon
PAL;71;Luxray;LStage 2;Rare
PAL;72;Pincurchin;LBasic;Common
PAL;73;Pincurchin;LBasic;Uncommon
PAL;74;Pawmi;LBasic;Common
PAL;75;Pawmo;LStage 1;Uncommon
PAL;76;Pawmot;LStage 2;Rare
PAL;77;Tadbulb;LBasic;Common
PAL;78;Tadbulb;LBasic;Common
PAL;79;Bellibolt ex;LStage 1;Double Rare
PAL;80;Wattrel;LBasic;Common
PAL;81;Wattrel;LBasic;Common
PAL;82;Kilowattrel;LStage 1;Uncommon
PAL;83;Jigglypuff;PBasic;Common
PAL;84;Wigglytuff;PStage 1;Rare
PAL;85;Slowpoke;PBasic;Common
PAL;86;Slowking ex;PStage 1;Double Rare
PAL;87;Misdreavus;PBasic;Common
PAL;88;Mismagius;PStage 1;Uncommon
PAL;89;Spiritomb;PBasic;Rare
PAL;90;Gothita;PBasic;Common
PAL;91;Gothorita;PStage 1;Uncommon
PAL;92;Gothitelle;PStage 2;Uncommon
PAL;93;Dedenne ex;PBasic;Double Rare
PAL;94;Oranguru;PBasic;Uncommon
PAL;95;Sandygast;PBasic;Common
PAL;96;Palossand;PStage 1;Uncommon
PAL;97;Mimikyu;PBasic;Rare
PAL;98;Ceruledge;PStage 1;Rare
PAL;99;Rabsca;PStage 1;Rare
PAL;100;Tinkatink;PBasic;Common
PAL;101;Tinkatink;PBasic;Common
PAL;102;Tinkatink;PBasic;Common
PAL;103;Tinkatuff;PStage 1;Uncommon
PAL;104;Tinkatuff;PStage 1;Uncommon
PAL;105;Tinkaton;PStage 2;Rare
PAL;106;Mankey;FBasic;Common
PAL;107;Primeape;FStage 1;Uncommon
PAL;108;Paldean Tauros;FBasic;Uncommon
PAL;109;Sudowoodo;FBasic;Uncommon
PAL;110;Larvitar;FBasic;Common
PAL;111;Pupitar;FStage 1;Uncommon
PAL;112;Makuhita;FBasic;Common
PAL;113;Hariyama;FStage 1;Rare
PAL;114;Croagunk;FBasic;Common
PAL;115;Toxicroak;FStage 1;Uncommon
PAL;116;Rockruff;FBasic;Common
PAL;117;Lycanroc ex;FStage 1;Double Rare
PAL;118;Passimian;FBasic;Uncommon
PAL;119;Falinks;FBasic;Common
PAL;120;Nacli;FBasic;Common
PAL;121;Nacli;FBasic;Common
PAL;122;Naclstack;FStage 1;Uncommon
PAL;123;Garganacl;FStage 2;Rare
PAL;124;Glimmet;FBasic;Common
PAL;125;Glimmet;FBasic;Common
PAL;126;Glimmora;FStage 1;Rare
PAL;127;Ting-Lu ex;FBasic;Double Rare
PAL;128;Paldean Wooper;DBasic;Common
PAL;129;Paldean Wooper;DBasic;Common
PAL;130;Paldean Clodsire ex;DStage 1;Double Rare
PAL;131;Murkrow;DBasic;Common
PAL;132;Honchkrow;DStage 1;Uncommon
PAL;133;Sneasel;DBasic;Common
PAL;134;Weavile;DStage 1;Rare
PAL;135;Tyranitar;DStage 2;Rare
PAL;136;Sableye;DBasic;Rare
PAL;137;Seviper;DBasic;Uncommon
PAL;138;Deino;DBasic;Common
PAL;139;Zweilous;DStage 1;Uncommon
PAL;140;Hydreigon;DStage 2;Rare
PAL;141;Maschiff;DBasic;Common
PAL;142;Maschiff;DBasic;Common
PAL;143;Mabosstiff;DStage 1;Uncommon
PAL;144;Shroodle;DBasic;Common
PAL;145;Shroodle;DBasic;Common
PAL;146;Grafaiai;DStage 1;Uncommon
PAL;147;Bombirdier;DBasic;Uncommon
PAL;148;Corviknight;MStage 2;Uncommon
PAL;149;Cufant;MBasic;Common
PAL;150;Copperajah ex;MStage 1;Double Rare
PAL;151;Orthworm;MBasic;Rare
PAL;152;Noibat;NBasic;Common
PAL;153;Noivern ex;NStage 1;Double Rare
PAL;154;Girafarig;CBasic;Common
PAL;155;Farigiraf;CStage 1;Uncommon
PAL;156;Dunsparce;CBasic;Common
PAL;157;Dudunsparce;CStage 1;Uncommon
PAL;158;Wingull;CBasic;Common
PAL;159;Pelipper;CStage 1;Uncommon
PAL;160;Slakoth;CBasic;Common
PAL;161;Vigoroth;CStage 1;Uncommon
PAL;162;Slaking;CStage 2;Rare
PAL;163;Fletchling;CBasic;Common
PAL;164;Rookidee;CBasic;Common
PAL;165;Corvisquire;CStage 1;Uncommon
PAL;166;Tandemaus;CBasic;Common
PAL;167;Tandemaus;CBasic;Common
PAL;168;Maushold;CStage 1;Uncommon
PAL;169;Squawkabilly ex;CBasic;Double Rare
PAL;170;Flamigo;CBasic;Uncommon
PAL;171;Artazon;Stadium;Uncommon
PAL;172;Boss's Orders;Supporter;Rare
PAL;173;Bravery Charm;Tool;Uncommon
PAL;174;Calamitous Snowy Mountain;Stadium;Uncommon
PAL;175;Calamitous Wasteland;Stadium;Uncommon
PAL;176;Choice Belt;Tool;Uncommon
PAL;177;Clavell;Supporter;Common
PAL;178;Delivery Drone;Item;Uncommon
PAL;179;Dendra;Supporter;Uncommon
PAL;180;Falkner;Supporter;Uncommon
PAL;181;Fighting Au Lait;Item;Uncommon
PAL;182;Giacomo;Supporter;Uncommon
PAL;183;Great Ball;Item;Common
PAL;184;Grusha;Supporter;Uncommon
PAL;185;Iono;Supporter;Uncommon
PAL;186;Practice Studio;Stadium;Uncommon
PAL;187;Saguaro;Supporter;Uncommon
PAL;188;Super Rod;Item;Common
PAL;189;Superior Energy Retrieval;Item;Uncommon
PAL;190;Jet Energy;Special Energy;Uncommon
PAL;191;Luminous Energy;Special Energy;Uncommon
PAL;192;Reversal Energy;Special Energy;Uncommon
PAL;193;Therapeutic Energy;Special Energy;Uncommon
PAL;194;Heracross;GBasic;Art Rare
PAL;195;Tropius;GBasic;Art Rare
PAL;196;Sprigatito;GBasic;Art Rare
PAL;197;Floragato;GStage 1;Art Rare
PAL;198;Bramblin;GBasic;Art Rare
PAL;199;Fletchinder;RStage 1;Art Rare
PAL;200;Pyroar;RStage 1;Art Rare
PAL;201;Fuecoco;RBasic;Art Rare
PAL;202;Crocalor;RStage 1;Art Rare
PAL;203;Magikarp;WBasic;Art Rare
PAL;204;Marill;WBasic;Art Rare
PAL;205;Eiscue;WBasic;Art Rare
PAL;206;Quaxly;WBasic;Art Rare
PAL;207;Quaxwell;WStage 1;Art Rare
PAL;208;Frigibax;WBasic;Art Rare
PAL;209;Arctibax;WStage 1;Art Rare
PAL;210;Baxcalibur;WStage 2;Art Rare
PAL;211;Raichu;LStage 1;Art Rare
PAL;212;Mismagius;PStage 1;Art Rare
PAL;213;Gothorita;PStage 1;Art Rare
PAL;214;Sandygast;PBasic;Art Rare
PAL;215;Rabsca;PStage 1;Art Rare
PAL;216;Tinkatink;PBasic;Art Rare
PAL;217;Tinkatuff;PStage 1;Art Rare
PAL;218;Paldean Tauros;FBasic;Art Rare
PAL;219;Sudowoodo;FBasic;Art Rare
PAL;220;Nacli;FBasic;Art Rare
PAL;221;Paldean Wooper;DBasic;Art Rare
PAL;222;Tyranitar;DStage 2;Art Rare
PAL;223;Grafaiai;DStage 1;Art Rare
PAL;224;Orthworm;MBasic;Art Rare
PAL;225;Rookidee;CBasic;Art Rare
PAL;226;Maushold;CStage 1;Art Rare
PAL;227;Flamigo;CBasic;Art Rare
PAL;228;Farigiraf;CStage 1;Art Rare
PAL;229;Dudunsparce;CStage 1;Art Rare
PAL;230;Forretress ex;GStage 1;Ultra Rare
PAL;231;Meowscarada ex;GStage 2;Ultra Rare
